video_id,caption,label
9-s02e06,"[                                                   ( camera holds on benjamin jennings . ),",0
10-s02e06,"[ ( grissom , nick , sara and a group of other officers start sweeping the area where oliver dunne s body was found . ),  ( nick is pushing a georadar inc. machine . ),  ( sara walks next to him holding a laptop that shows the various items being scanned by the machine . ),  ( as it approaches various items , the laptop beeps . ),              ( on sara s laptop , the figure of a hand appears . ),        ( more arm and body appears on the radar s screen . ),    ( finally , we definitely see the shape of a person s head . ),  ( they ve definitely found a body . ),    ( grissom turns around to look at benjamin jennings standing off in the distance with sgt oriley and three officers . ),  ( his face is grim . ),  ( he makes his way back to benjamin jennings and stops behind him . ),        ( benjamin jennings nods his head . ),    ( grissom leaves to go back to the site and stops when benjamin jennings speaks . ),      ( grissom turns around . ),    ( benjamin jennings shakes his head . ),    ( grissom turns and walks away . ),",1
11-s02e06,"[ ( catherine enters and sees DavidPhillips pushing a gurney toward her down the hallway . ),          ( david pushes the gurney into the forensic autopsy room . ),  ( catherine follows him into the room . ),            ( robbins lifts up the sheet covering shelley danvers . ),                    ( catherine walks out of the room . ),    ",1
12-s02e06,"[ ( catherine pulls out her cell phone and dials . ),        ( she hangs up just as warrick walks to meet her . ),  ( he turns around when he catches up with catherine . ),                  ",1
13-s02e06,"[ ( the body is being excavated from the site . ),  ( nick is inside the hole with the body and is using a shovel to remove the dirt . ),  ( grissom stands up above with sara and other foresnic personnel . ),  ( sara is sifting the dirt around the site looking for evidence . ),  ( behind them , father powell approaches . ),                ( grissom glances over at benjamin jennings in handcuffs standing by the police cars with two officers . ),  ( he glances back down at the dead body and looks back up at father powell . ),                ( grissom watches as father powell walks away to talk with benjamin jennings . ),  ( grissom turns around and looks at nick s progress . ),        ( nick puts the shovel aside . ),  ( sara puts her stuff aside and grabs the camera . ),  ( she begins to photograph the body . ),            ( nick pulls out the wallet from the dead body s front pocket and under some folded cash , removes a nevada driver license with the following information: ),              ( sgt oriley approaches . ),                      ( sara helps nick out of the ditch , then puts her camera down . ),  ( they re off to the gas station . ),  ( grissom bends in low to look at the body . ),",1
14-s02e06,"[           ( warrick holds up a pink-colored blouse ripped in the middle . ),              ( quick flashback to the two girls tugging on the shirt . ),  ( the shirt ripping , and the two girls laughing . ),  ( end of flashback . ),  ( resume on tina kolas . ),                    ( catherine picks up the note pad on the desk next to the phone . ),  ( she hands it to warrick . ),  ( it s a blank typical complimentary hotel note pad with light blue logo , name and address of the hotel on it . ),        ",0
15-s02e06,"[                           ( quick flashback to kirk walking toward the two cars near the gas pump island . ),  ( both driver side doors are open . ),  ( he reaches the first car and shuts the driver s door close . ),  ( he looks around and does nt see anyone . ),  ( he does , however , notice a puddle of blood on the ground . ),    ( end of flashback . ),  ( resume present . ),        ",0
16-s02e06,"[ ( through the plastic sheeting , we see father powell enter the csi garage . ),  ( grissom is under the sheeting examining benjamin jennings  car . ),  ( father powell approaches the car and puts his hands on the plastic sheeting to see who s inside the car . ),      ( father powell lifts up the plastic sheeting and walks underneath it . ),                                ( grissom puts his goggles back on and starts spraying luminol in the car s front passenger seat . ),  ( as he sprays , the blood evidence begins to glow in the light . ),  ( grissom collects it . ),          ( grissom opens the back door of the bronco and begins spraying . ),  ( as he sprays , he recites . ),  ( father powell peers in to see the results . ),    ( the blood evidence begins to glow . ),  ( there s blood all over the back seat . ),  ( father powell looks shocked at the evidence he sees . ),          ( father powell leaves . ),",0
17-s02e06,"[   ( catherine opens a lasvegas metropolitan police department evidence folder with the following information: ),  ( date ) 10-25-01 , ( time ) 08:05 and ( number ) 48913-5b . ),  ( she pulls out the note pad taken from shelley danvers  room . ),          ( warrick pulls out a flashlight and uses it on the pad . ),  ( we see the following : sauna - 8:00 pm . ),                ( quick cgi pov flash to a hand on a thermostat temperature dial twisting it to the right . ),  ( end of cgi pov . ),  ( resume on kim marita . ),  ( brass walks in ),    ( brass walks in ),          ( camera holds on kim marita s look . ),",0
18-s02e06,"[ ( brass walks into the sauna . ),  ( warrick , catherine and kim marita follow . ),      ( kim marita sighs . ),        ( quick flashback to shelley danvers in the sauna sitting on the bench propped up against the wall . ),  ( kim marita reaches out to nudge the woman when she falls over . ),        ( flash to white . ),  ( end of flashback . ),  ( resume on catherine and warrick . ),            ( camera holds on catherine . ),",0
19-s02e06,"[ ( nick and sara report back to grissom . ),      ( sara puts the two plastic baggies in front of grissom . ),          ( nick hands a copy of the pistol registration to grissom . ),      ( grissom sits down . ),      ( quick flashback to sara collecting fibers off the body . ),  ( sara pulling off the sock from the victim s left foot . ),  ( sara lifting the fibers off of that sock . ),  ( white flash to end of flashback . ),            ( quick flashback to nick cutting out a sample from benjamin jennings  car . ),  ( sara looking at the sample . ),  ( end of flashback . ),  ( resume to present . ),                                                          ( grissom looks at nick and sara . ),  ( though he has his hesitations , grissom relents . ),          ( nick starts collecting the evidence on the table . ),  ( camera holds on grissom s concerned look . ),",0
20-s02e06,"[ ( warrick and catherine are headed home . ),  ( they walk down the hallway toward brass who waits by the counter . ),  ( he s just gotten off the phone . ),    ( catherine passes brass . ),    ( warrick slaps brass on the shoulder as he , too , heads out the hallway . ),    ( brass sighs . ),      ( both intrigued at brass  remark , catherine and warrick turn around . ),            ( catherine and warrick head back to work . ),",1
21-s02e06,"[ ( grissom is at the laptop doing background checks on the suspect . ),  ( nick is standing in front of the screen on the wall . ),          ( computer screen reads the following: ),      ( grissom pulls up a second computer screen with the following information: ),          ( grissom stands and leaves . ),      ( nick notices that grissom left . ),  ( he turns back to look at the screen in front of him . ),  ( sara enters the room . ),  ( nick looks concerned . ),    ( nick turns around and sighs . ),  ( he looks at the door where grissom just left . ),      ",1
22-s02e06,"[ ( grissom is sitting on the chair outside the jail holding cell . ),  ( sgt oriley is standing on the side . ),  ( benjamin jennings sits in the cell . ),          ( benjamin jennings shakes his head and says nothing . ),    ( tears run down ben s face . ),  ( still , he says nothing . ),",0
23-s02e06,"[ ( grissom and sgt oriley approach roger jennings in the kitchen . ),  ( roger jennings is rolling pizza dough . ),            ( sgt oriley throws two photos on the table . ),  ( the top photo is of oliver dunne and the injuries on his abdomen . ),      ( roger jennings pushes the photos away from him . ),  ( with barely a glance , he continues to knead the pizza dough . ),            ( roger jennings stops kneading the dough and looks at grissom . ),  ( grissom meets his gaze . ),    ( roger slowly continues to knead the dough . ),    ( roger jennings takes a breath . ),  ( he looks at grissom . ),        ( quick flashback of benjamin jennings in a panic . ),  ( cut to two dead bleeding bodies in the back of ben s bronco . ),                      ( flash to white . ),  ( end of flashback . ),  ( resume on roger jennings . ),        ( quick flashback to kenny ramirez pumping gas . ),  ( from across the way , benjamin jennings gets out of his car and approaches kenny ramirez , yelling . ),            ( kenny ramirez pushes benjamin jennings who falls back against his car . ),  ( he reaches into the waistband of his jeans and pulls out a pistol and fires three shots at kenny ramirez . ),  ( flash to white . ),  ( resume to present . ),  ( camera on roger jennings . ),    ( quick flashback to oliver dunne getting out of his car and witnessing the murder with a shocked look on his face . ),  ( benjamin jennings turns to look at oliver dunne . ),  ( he then shoots him , too . ),  ( end of flashback . ),  ( resume to present . ),  ( camera on roger jennings . ),    ( grissom nods at the story . ),        ( quick flashback to roger jennings approaching the wounded oliver dunne , ripping the man s tie from off his shirt , twisting it around his hands , and wrapping it around oliver dunne s neck . ),  ( oliver dunne expels his final breath . ),  ( end of flashback . ),  ( resume to grissom . ),              ( roger jennings turns back to his pizza dough . ),  ( camera holds on roger jennings look . ),",1
24-s02e06,"[ ( sara and nick walk across the way toward roger jennings  trailer . ),      ( they approach the two officers standing outside . ),        ",0
25-s02e06,"[ ( sara opens the trailer door and enters . ),  ( nick is right behind her . ),    ( sara looks around and finds some dry cleaning . ),          ( sara checks out the clothes . ),  ( they find a spot of blood . ),                ",0
26-s02e06,"[ ( nick walks out of the trailer and looks around . ),  ( doing a visual sweep of the place , he finds a canister of burned rubbish . ),  ( nick walks to the can to check it out . ),  ( he grabs the thick wooden stick in the can and begins poking through the ash and burnt materials . ),",0
27-s02e06,"[ ( sara opens her kit . ),  ( she uses a scissors and cuts out a small triangular-shaped sample of the questionable area . ),  ( she takes that sample and puts it in a test tube . ),",0
28-s02e06,"[ ( meanwhile , nick uses the stick to swish through the ash and rubbish . ),  ( he finds something . ),",0
29-s02e06,"[ ( sara conducts her test . ),      ( sara does nt get a response from nick . ),  ( she puts the cap on the test tube and puts it aside to go find nick . ),  ( she grabs her flashlight and stands . ),  ",0
30-s02e06,"[ ( sara exits the trailer just as nick lifts out his find from the trash . ),    ( sara approaches nick and sees what he sees . ),  ( it s the missing murder weapon . ),",0
31-s02e06,"[ ( the jail doors open . ),  ( an officer leads roger jennings into the area . ),  ( he s followed by sgt oriley and grissom . ),  ( benjamin jennings watches as his brother walks by . ),  ( roger jennings looks up at ben . ),  ( their eyes meet as they two brothers pass each other . ),  ( camera holds on ben . ),",0
32-s02e06,"[ ( a gunshot is heard . ),  ( a bullet breaks the surface of the water . ),  ( a second gunshot is fired . ),  ( the third shot is stuck . ),  ( grissom is conducting the ballistics test on the gun . ),  ( he manages to get a sample before the gun jams ),  ( through the wire cage , nick watches . ),      ",0
33-s02e06,"[   ( greg pulls the results sheet off the printer and hands it to sara . ),                      ( greg hands sara the test results . ),  ( sara leaves . ),",0
34-s02e06,"[ ( under a microscope , two different bullets are being compared side-by-side . ),  ( it s obvious that they do nt match . ),      ( bobbydawson stands and moves away from the scope , allowing grissom to compare the bullets himself . ),  ( nick is also in the room , standing on the side , listening to the results of the comparison . ),      ( sara walks into the room just in time to hear the final conclusion . ),      ( cgi pov of the bullet emerging from the barrel of the gun and rubbing the sides of the barrel on its way out . ),  ( end of cgi pov . ),  ( resume to present . ),    ( flash to white . ),  ( cgi pov of roger jennings using a tool and rubbing the tool in the gun barrel . ),  ( cut to close up of the tool from the inside of the gun . ),  ( end cgi pov . ),  ( resume on bobbydawson . ),              ( grissom leaves the room . ),",0
35-s02e06,"[ ( the bars slide open and roger jennings is allowed out of the holding cell . ),  ( he is accompanied by an officer . ),  ( a property bag is given to roger jennings . ),  ( he takes out his chain and puts it around his neck . ),  ( benjamin jennings watches in the background , bewildered at the turn of events . ),  ( roger jennings glances over at benjamin , he grabs his things and leaves . ),  ( on his way out the door , he passes grissom . ),      ( roger jennings walks out the door . ),",0
36-s02e06,"[ ( grissom follows roger jennings out the doorway and into the hallway . ),  ( he leans against the doorway . ),    ( quick flashback to roger jennings pointing and firing the gun at the victim . ),  ( cut to a close up of the pistol jamming . ),  ( cut to roger jennings using the tie to suffocate oliver dunne . ),  ( flash to white . ),  ( resume on grissom . ),    ( roger jennings does nt say anything . ),  ( he smiles and then he walks away . ),  ( camera holds on grissom s grim look . ),",0
37-s02e06,"[                     ( brass opens a file he s holding . ),  ( the paper inside contains the following information: ),                  ( cgi pov to the esda machine gliding over the paper . ),  ( flash to white . ),  ( brush dusting the paper . ),  ( close up of the paper reveals the following information: ),  ( resume to present . ),  ( catherine holds the notepad paper out and shows the following to tina kolas . ),                        ( white flashback to shelley danvers in the sauna gasping for breath . ),  ( end of flashback . ),  ( resume on warrick . ),        ( tina kolas slowly sits on the bed , overcome with grief at what she has done . ),        ",1
38-s02e06,"[         ( sara hands grissom a note . ),          ( both are distracted by the television news . ),          ( grissom puts down his food and leaves the room . ),",0
39-s02e06,"[             ( robin childs pushes an envelope on her desk toward grissom . ),  ( grissom opens the envelope and pulls out the missing tie used to strangle oliver dunne . ),                        ",0
40-s02e06,"[ ( a photograph of the injuries on oliver dunne s neck hits the table . ),      ( a second photograph of the tie hits the table . ),  ( benjamin jennings picks it up . ),                  ( quick flashback to benjamin and roger standing by the car . ),  ( roger slams the back door closed after putting the bodies in ),                  ( end of flashback . ),  ( resume on sgt oriley . ),              ( benjamin jennings starts to cry . ),          ( benjamin shakes his head ... no . ),  ( camera holds on grissom . ),",1
41-s02e06,"[ ( quick pulses of a series of legal forms with court proceeding sounds in the background . ),  ( sounds of a judge speaking ... a gavel pounding ... and words such as guity  and life  are heard as the forms flash one by one in front of us . ),  ( the form being signed . ),  ( as the file is being closed , the following can be seen: ),  ( the file is stamped with a circular file mark on document . ),  ( superior court * clark county , nevada * filed . ),",0
42-s02e06,"[ ( grissom walks into the church . ),  ( father powell is near the front of the church speaking with someone . ),  ( grissom s entrance is brought to father powell s attention and approaches him . ),  ( grissom sits down on the pew . ),    ( father powell sits on the pew in front of grissom . ),                      ( grissom looks at father powell . ),                                ( grissom stands up . ),    ( father powell also stands up . ),          ( grissom leaves . ),",0
43-s02e06,"[                     ( catherine leaves grissom at the hallway counter . ),  ( in the background , officer rush to the jail holding cell area . ),        ( grissom looks up and notices the commotion . ),  ( grissom runs to the cell . ),      ( grissom rushes to the cell . ),  ( on the cell floor , benjamin jennings lies in a pool of blood . ),  ( his breathing labored as he looks at grissom . ),          ( grissom tries to help , but gets pushed aside as the medics arrive . ),  ( the commotion builds to a frenzy as they all work to save benjamin jennings . ),                              ( with his final breath , benjamin jennings dies . ),  ( all sound stops abruptly . ),      ( grissom s left standing there with blood on his hands . ),",0
0-s04e10,"[ ( camera close up of a hammer pounding a nail into the board . ),  ( close up of : a circular saw being used to cut a board into two . ),  ( close up of : a tape measure extended to measure the width , then snapping shut . ),  ( close up of : a power drill . ),  ( close up of : a power stapler drilling nails into wood . ),  ( the construction worker carries a box into the building frame . ),  ( he puts a roll of tape on the box and uses his free arm to push away the plastic sheeting as he walks into the section of the house . ),  ( he looks up , sees something horrible , then drops the box to the ground . ),  ( camera pulls away to show the dead body , face down on the floor in the center of the room . ),  ( the construction worker backs out of the room . ),      ( in the background , gregory curtwell steps down from the ladder as he looks at the construction worker . ),  ",1
1-s04e10,"[ ( the building frame is taped off with crime scene tape . ),  ( grissom ducks under the tape and enters the building . ),  ( in the background , sirens and indistinct radio chatter sound . ),  ( grissom makes his way to the room . ),  ( he enters the room . ),  ( brass is already there , crouched low on the side and looking at the body . ),  ( grissom takes his glasses off and looks at the teenager face down , his head in a splatter of blood . ),  ( he looks around at the walls . ),    ( brass gets to his feet . ),  ( in the background we see what they see , the far walls are covered with blood . ),          ( grissom puts his kit down on the ground . ),        ( by the camera angle , we see that the kid is in his underwear , his pants down around his knees . ),  ( grissom kneels down next to the body and sees something in the kid s grip . ),          ( grissom looks around . ),    ( grissom gets to his feet . ),  ( camera shows a top view of the room to give us a better image of the entire scene at play . ),  ( the body lies in the center of the empty room , the kid s head in a large spatter of blood . ),  ",0
2-s04e10,"[ ( brass talks with the construction site foreman . ),  ( in the background , a black car drives up and parks . ),                  ( warrick and sara get out of the car . ),        ",0
3-s04e10,"[ ( grissom is in the room taking photos when warrick and sara walk in ),    ( sara steps forward to look down at the body . ),  ( warrick is kneeling in front of the body . ),  ( he takes off his glasses , then reaches out and pushes the shirt collar aside to show the back of the kid s head . ),  ( camera zooms in on the impact marking . ),    ( sara recognizes the markings . ),    ( grissom looks at sara . ),    ( sara steps back and heads toward the door . ),  ( she looks back at grissom . ),    ( sara gets it . ),  ( she turns and heads out the door . ),  ( she glances out the hallway , then sees that every single construction worker has their own hammer hooked to their utility belt . ),  ( that s a lot of hammers . ),  ( sara looks back at grissom . ),    ( grissom looks at sara and does nt say anything . ),  ( he turns his attention to the walls . ),  ( sara glares at grissom , then heads out to get those hammers . ),  ( grissom takes a picture of the blood spatter on the walls . ),    ( warrick takes a swab of the blood on the floor under the victim s head . ),  ( he then pushes the victim s jacket aside to reveal a bloody shoe print underneath . ),    ( grissom turns and looks at the shoe print . ),  ( he looks at warrick . ),    ( sara sets up a table to bag and tag the hammers . ),    ( he laughs and turns to glance back at the long line of workers behind him . ),  ( they also chuckle along with him . ),      ( sara does nt smile . ),              ( the construction worker puts his hammer into sara s bag . ),",1
4-s04e10,"[ ( DavidPhillips and det sam vega stand around the body of a woman face-up on the grass . ),  ( nick approaches the scene . ),            ( nick looks at vega . ),                    ( nick turns back to see a man talking with an officer . ),        ( nick turns to see another man talking with another officer . ),          ( vega nods . ),    ( nick walks over to the husband . ),                ( nick does nt say anything . ),  ( he continues to test for gsr . ),          ( quick flashback to : mr mitchell and todd are locked in a fight when marlene walks up to them to break it up . ),      ( suddenly , she slumps back and hits the table out on the lawn . ),  ( mr mitchell turns from todd to rush over to marlene . ),    ( she does nt respond . ),  ( mr mitchell turns to todd . ),    ( end of flashback . ),  ( resume to present . ),      ( nick finishes the test , then turns to see vega talking with todd , marlene s ex-husband . ),  ( we hear part of what he s saying . ),      ( nick turns back to mr mitchell . ),    ( nick steps away . ),",1
5-s04e10,"[ ( grissom takes the piece of cloth out of the kid s grip . ),  ( cut to : grissom holds the piece of cloth to the dog s nose . ),    ( the k-9 officer stands next to sara as they watch grissom prep the dog . ),    ( grissom points to sara . ),      ( the k-9 officers and sara head out . ),  ",0
6-s04e10,"[ ( the officers and sara follow penny , the dog , through the mall , down the stopped escalator . ),            ( low camera shot in black and white with a reddish trail through the mall . ),  ( she pauses at various other colored smells  indicated by blues and green hues , but it s the reddish trail she s following . ),  ( penny stops . ),    ( penny howls and whimpers . ),  ( she continues . ),  ( low camera shot in black and white with the reddish smell trailing through the mall . ),  ( cc ) trail is still strong here . ),  ( the group continues to follow penny . ),  ( the door opens and the small group exits the mall . ),  ( penny howls and leads them to the dumpster . ),    ( sara opens the dumpster lid and takes out an empty drink and tray . ),  ( she holds it out for penny to sniff . ),    ( sara tosses it aside and reaches into the dumpster for the next item . ),  ( she pulls out two plastic garbage bags . ),  ( penny howls as she sniffs the abandoned shopping bag . ),    ( sara opens the bag . ),    ( penny smells inside . ),  ( we see by the reddish hue that the smell is inside the bag . ),      ( sara takes out a sweater from the bag . ),    ( sara stands up . ),    ( she looks at the receipts from the bag . ),  ( receipt 2 reads: ),    ",1
7-s04e10,"[ ( robbins has the chest cavity open . ),  ( nick stands next to the table watching robbins work on the body . ),              ( he cuts the heart open . ),    ( he removes the bullet . ),    ( he holds the bullet out for nick . ),  ( nick takes the bullet and looks at it . ),            ( nick takes a rod and sticks it into the heart to find the depth of the bullet . ),    ( he removes the rod and measures it . ),              ( he hands the ruler to robbins who holds it up as nick measures the angle . ),        ( nick puts the bloody bullet in the bindle . ),        ( nick turns to leave the room . ),",1
8-s04e10,"[ ( warrick swabs the hammer heads and tests them for blood . ),  ( one by one , they turn up negative . ),  ( he tosses the used swabs to the side and keeps opening up fresh swabs . ),  ( finally , he finds the hammer that turns the swab pink . ),  ( he looks at the label on the evidence bag . ),",0
9-s04e10,"[ ( archie reviews the dressing room security tapes . ),  ( the time stamp at the bottom of the screen reads : 07:52:15 : ... ),      ( sara stands next to archie watching the video . ),            ( archie sets the video up and starts the tape . ),    ( at 08:01:09 , sara sees the girl on the table . ),      ( archie speeds the tape up and sees the girl walk out of the store wearing the new clothes . ),              ( archie smiles . ),  ( he freeze-frames the video to 08:16:08 . ),                    ( warrick enters the lab . ),              ",1
10-s04e10,"[ ( brass and warrick interview gregory curtwell , the owner of the hammer . ),                              ( he looks down at the bruises on his hand . ),        ( warrick stands up and takes a photo of the kid out of the file folder in his hand . ),  ( he puts it on the table in front of gregory curtwell . ),  ( he looks at it and sighs . ),          ( he looks down at the photo and then back at warrick and brass . ),            ( gregory looks at brass . ),",0
11-s04e10,"[ ( sara interviews ashley curtwell . ),                  ( warrick and brass watch the interview . ),                      ( sara sees that ashley s hands are fidgeting nervously with her sweater sleeves . ),      ( ashley looks down and cries softly . ),          ( tears fall down ashley s cheeks . ),      ( she starts to cry . ),  ( quick flashback to : [_construction_site_-_house_-_night_] brianhaddick leads ashley into the house . ),      ( they both walk through the house . ),    ( he leads her into the empty room . ),        ( with her back to him , he grabs her and pushes her up against the wall . ),      ( end of flashback . ),  ( resume to present . ),  ( sara glances and sees the bruises around ashley s right wrist . ),    ( quick flash to : brian holds ashley up against the wall as she struggles . ),  ( end of flashback . ),  ( resume to present . ),      ( ashley tugs her sweater sleeves down over her bruised wrists . ),    ( quick flashback to : brianhaddick has ashley pressed up against the wall . ),    ( as she struggles and cries , someone comes up behind brianhaddick and hits him over the head . ),  ( brian falls to the ground and ashley runs out of the place . ),  ( end of flashback . ),  ( resume to present . ),    ( from the observation room , warrick watches . ),                  ( brass watches . ),    ( brass turns to look at warrick . ),    ",0
12-s04e10,"[ ( robbins goes over the preliminary findings with grissom . ),            ( robbins points to the viewbox with the x-rays up . ),  ( grissom glances back at them . ),  ( he turns to look at robbins . ),      ( robbins pulls the sheet back to show grissom the marks on the upper arms ),              ( robbins shows grissom the bruises on the victim s knuckles . ),      ( robbins hands the file with the autopsy photos inside to grissom . ),    ",0
13-s04e10,"[ ( grissom shows the photos to brianhaddick s parents . ),        ( grissom shows them the security video photo of ashley curtwell . ),  ( they look at the photo and shake their heads . ),                                    ( grissom nods slowly . ),      ( mrs haddick cries . ),",0
14-s04e10,"[ ( bobbydawson goes over the bullet findings with nick . ),                    ",0
15-s04e10,"[ ( greg is in the lab when warrick walks in ),      ( greg picks up the test results from the side . ),        ( greg hands the test results to warrick . ),  ",0
16-s04e10,"[ ( grissom , sara and warrick are back at the crime scene . ),    ( quick flashback to : the beating . ),  ( end of flashback . ),  ( resume to present . ),  ( sara kneels down to measure the size of the blood spatter on the wall . ),      ( warrick punches in the figures in a hand-held calculating device . ),      ( quick flashback to : the attacker hits brian behind his neck , brian falls to his knees . ),  ( end of flashback . ),  ( resume to present . ),    ( quick flashback to : brian is hit behind his neck . ),  ( quick cgi pov to a close up of the spinal cord being severed . ),  ( resume flashback . ),  ( brian is flat on the floor as the attacker continues to beat him on his neck . ),  ( end of flashback . ),  ( resume to present . ),      ( warrick walks over to the blood spatter on the walls . ),    ( sara looks at the blood spatter on the walls . ),      ( grissom slowly gets to his feet as he gets an idea . ),        ( sara turns to look at grissom . ),",0
17-s04e10,"[ ( catherine is going through the filing cabinet drawers as nick walks past the room . ),  ( he turns and sees her . ),  ( he walks into the room . ),              ",0
18-s04e10,"[ ( catherine makes gel molds . ),  ( cut to : in another lab , nick makes several bullets at varying weights . ),",0
19-s04e10,"[ ( nick and bobbydawson prepare the guns as catherine rolls in the gel molds on a cart . ),            ( catherine puts the mold on the table . ),    ( she walks back where bobby offers her ear phones . ),    ( bobby puts on his protective eyewear . ),  ( everyone puts on their eye wear and ear phones . ),  ( bobby loads the first bullet . ),    ( he fires . ),  ( the bullet pierces into the gel mold . ),    ( catherine measures the distance the bullet traveled into the mold . ),    ( nick and bobby share a look and a smile . ),    ( cut to : bobby fires the second bullet . ),    ( catherine measures the bullet in the mold . ),    ( cut to : bobby fires the third bullet . ),    ( nick checks the read-out . ),    ( catherine measures the penetration . ),          ",0
20-s04e10,"[ ( bobby and nick figure it out . ),        ( they put it in the computer and get a calculation . ),              ( bobby clears the screen and picks up a pen . ),                ( nick looks at the photos in the file again he thinks about it . ),  ( quick flashback to : mr mitchell and todd are fighting . ),  ( marlene mitchell steps between them to stop the fight . ),    ( she s pushed back and falls back on the mattress with a bullet hole in her chest . ),  ( end of flashback . ),  ( resume to present . ),    ( nick reaches for the laptop and pen . ),    ( nick puts the map of the community on the monitor . ),    ( nick calculates the 1800 feet away from the house . ),    ( a red line in an arc appears on the monitor . ),    ( they both smile . ),",1
21-s04e10,"[ ( brass finds grissom in the hallway . ),      ( grissom turns and enters the lab . ),  ( brass follows him . ),  ( warrick is in the lab sitting at the table at a laptop . ),                    ",1
22-s04e10,"[ ( the kids wearing sneakers are in the gym sitting on the bleachers . ),  ( warrick walks down the bleachers looking at their sneakers . ),                    ( cut to : brass walks with the principal along floors . ),  ( the principal appears nervous at what s going on . ),      ( brass leads the principal to grissom . ),    ( they re interrupted by a father who walks along the floors . ),  ( he motions to his son . ),    ( tyler stands up and follows his dad who walks straight to the group . ),                                    ( tyler s dad turns and leaves . ),    ( the principal follows him . ),      ( many of the kids stand up and head down the bleachers to the floor . ),  ( one kid who does nt move continues to sit there as if he knows that his parents are nt in that group mentioned . ),  ( warrick looks at the kid and notices his sneakers . ),    ( brass walks over to warrick . ),  ( they both see the blood on his sneakers . ),                    ( brass smiles . ),",1
23-s04e10,"[ ( mr lizzio walks into the house to find his son , benny , with warrick and brass . ),                ( mr lizzio reaches out and whacks benny on the side of his head . ),  ( brass breaks it up . ),        ( mr lizzio and benny both move over to the couch . ),  ( benny sits down , but mr lizzio remains standing . ),  ( brass sighs and moves over to warrick . ),            ( brass turns to mr lizzio . ),        ( warrick takes the sample and tests to see if it s human . ),      ( warrick flips the test to show them . ),            ( quick flashback to : benny walks through the construction site . ),  ( he s distracted with trying to get a cigarette out of the carton when he realizes that he s nearly upon the body . ),  ( he backs away , but not before leaving behind the shoeprint . ),  ( end of flashback . ),  ( resume to present . ),              ( warrick looks around as brass keeps mr lizzio occupied . ),          ( warrick leaves the room and looks around . ),  ( he walks into the garage and finds a tube of lip gloss on the chair . ),  ( he looks at the cds . ),  ( he then sees the smashed watermelons on the floor on the plastic . ),  ( he sees the hammer on the shelf . ),  ( quick flashback to : watermelons are being smashed with the hammer . ),  ( end of flashback . ),  ( resume to present . ),  ",1
24-s04e10,"[ ( brass puts a tape recorder down on the table as he starts his interview with benny lizzio . ),                          ( brass clears his throat and sits down . ),                    ( benny nervously looks away for a moment . ),                  ",0
25-s04e10,"[ ( as he puts on his gloves , grissom walks into the lab . ),  ( greg follows . ),  ( warrick and sara are already there . ),  ( warrick looks up . ),              ( grissom picks up the small evidence bag of rubber bands . ),  ( he looks at it unable to make heads or tails of what it is . ),    ( he looks at sara . ),                    ( greg looks at sara and grins , showing her his perfect teeth . ),  ( grissom opens the bag of lip gloss . ),  ( he opens the lip gloss and smells it . ),              ( greg hands sara the test results . ),            ( grissom hands greg the two evidence bags . ),            ( grissom looks at the cd s in the evidence bag . ),      ( grissom looks at the address label: ),    ( sara picks up a piece of watermelon and looks at it . ),        ( sara shows them the watermelon skin grissom looks at the sticker on the watermelon skin : gilbert organic farms ),",1
26-s04e10,"[ ( nick and det sam vega interview a young mother in the community . ),              ",1
27-s04e10,"[ ( nick and det sam vega interview johnnie . ),              ( johnnie turns and heads back into the house to get the gun . ),",0
28-s04e10,"[ ( nick has the gun in his hand . ),      ( nick checks the cartridge . ),        ( nick walks over to the target board johnnie set up at the end of the yard . ),  ( he checks out the holes . ),        ( quick flashback to : [_ext_._),  ( backyard - day ] johnnie is out in his back yard firing his gun at the board . ),  ( the young mother next door leans out and shouts . ),      ( distracted , johnnie turns as he fires . ),  ( the bullet goes high into the air . ),  ( cc ) young mother : put that thing away ! ),  ( i have kids ! ),  ( the bullet comes down and hits marlene mitchell in the chest . ),  ( end of flashback . ),  ( resume to present . ),  ( sam vega puts the handcuffs on johnnie . ),          ( nick turns and leads vega and johnnie out the backyard . ),",1
29-s04e10,"[ ( brass , warrick and sara walk up to aaron gilbert . ),    ( aaron removes the ear phones . ),                ( sara shows aaron a twenty dollar bill with a bloody print on it . ),    ( sara turns and sees another boy walk up to aaron . ),  ( jared has a cut on his upper lip . ),  ",1
30-s04e10,"[ ( brass interviews aaron gilbert in the presence of a child advocate . ),            ( aaron does nt say anything . ),            ( camera pans over from one interview room into the next one . ),  ( warrick interview jared gilbert in the presence of a child advocate . ),          ( warrick pushes the photo of the bruises from brian s knuckles on the table toward jared . ),        ",0
31-s04e10,"[ ( the team meets and discusses the case . ),                                    ( sara looks at ashley s receipts . ),      ",1
