,Unnamed: 0,begin,end,filename,shot_id,transcript,death relative,score
15321,15321,02:18:05:07,02:18:07:16,5264050645694159353.xml,2472,"Lauren, please!  Will you just give it a rest?",78.38789224624634,78.38789224624634
4105,4105,01:43:14:15,01:43:18:15,5248439298566680341.xml,2025,I can't even look at you. ,78.375905752182,78.375905752182
3240,3240,00:59:34:01,00:59:37:00,5248439298566680341.xml,1160,"Mo, I'm begging you, please. ",78.3155083656311,78.3155083656311
8862,8862,00:08:07:15,00:08:15:01,5256228221757951173.xml,151,"Come on a trip with us  when it's finished, Bill. No, I can't.  I need to stay here in case  Honey and the kids come back.",78.29680442810059,78.29680442810059
18965,18965,01:23:23:08,01:23:34:17,5269245838135402929.xml,1429,"I don't think so.  Is there a problem?  He won't let me see my own wife. She doesn't want to see you.  I'll believe that when I hear it from her. She told you this afternoon, when she  threw your clothes out in the street.",78.29316854476929,78.29316854476929
5480,5480,01:00:12:23,01:00:14:21,5251033029316736209.xml,1164,She won't be a minute. ,78.27542424201965,78.27542424201965
14343,14343,01:19:37:13,01:19:41:11,5264050645694159353.xml,1494,"You know what, mate?  No-one loves you.",78.23716402053833,78.23716402053833
22692,22692,01:27:57:11,01:27:59:22,5274434588125702436.xml,1599,"Well, lucky for you,  Bianca left early with Morgan.",78.22688221931458,78.22688221931458
5360,5360,00:53:44:06,00:53:44:23,5251033029316736209.xml,1044,"I think you need a lie down, Peggy. ",78.2218873500824,78.2218873500824
1829,1829,01:39:22:07,01:39:24:02,5245830105934359183.xml,1830,"Please, Jack, I need your help. ",78.19277048110962,78.19277048110962
11821,11821,00:59:39:12,00:59:42:00,5258818087037440299.xml,1190,I'm telling Dad and there's nothing  you can say that's going to stop me.,78.18624377250671,78.18624377250671
18773,18773,01:11:54:10,01:12:09:09,5269245838135402929.xml,1237,"Oh, I don't know.  I keep calling him and nothing, and Stacey doesn't know where he is. I should have never have taken that  flat, not behind his back, he was always gonna flip out about it. And you're sure that's what  this is about?  The flat? Yeah, why?  What else? ",78.170245885849,78.170245885849
12362,12362,01:29:02:23,01:29:05:12,5258818087037440299.xml,1731,My brother's gay. ,78.16317081451416,78.16317081451416
20202,20202,01:01:29:14,01:01:31:00,5271844722846213628.xml,1172,"Call her, tell her you can't  make it. I would, but...I...",78.13042998313904,78.13042998313904
22417,22417,01:12:09:07,01:12:12:20,5274434588125702436.xml,1324,Deal with it. ,78.0830979347229,78.0830979347229
16563,16563,00:59:28:14,00:59:33:05,5266645664934403562.xml,1132,"Ian'll be none the wiser,  he's probably still stuck in the bog!",78.0744194984436,78.0744194984436
3819,3819,01:26:29:17,01:26:40:12,5248439298566680341.xml,1739,"Where are you going?  Erm...I'm nipping over to Jane's,  for a quick drink. Ian's been doing her head in,  playing the invalid. Abi's gonna have some  quality time with Grandma.",77.98517346382141,77.98517346382141
16189,16189,00:37:21:14,00:37:28:10,5266645664934403562.xml,758,"You'll like this one.  Now I'm not saying my mother-in-law's a big fat woman. The other week she got run over.  The driver said he'd enough  room to go around her, but didn't know if he had enough petrol.",77.9546856880188,77.9546856880188
7279,7279,00:38:23:14,00:38:25:13,5253646087419594905.xml,670,You'd be in care  if it wasn't for her.,77.95251607894897,77.95251607894897
11942,11942,01:05:30:24,01:05:34:01,5258818087037440299.xml,1311,"What do you mean,  you never spoke to him? I just couldn't go through with it. ",77.9168426990509,77.9168426990509
9990,9990,01:14:20:18,01:14:35:18,5256228221757951173.xml,1279,"No.  Because that's what'll happen. You go public with this,  and Bianca, Liam, Tiff, Morgan... me...  I sorted your stuff with the shrink.  No more questions.  But I need  to know, once and for all,",77.90948152542114,77.90948152542114
1762,1762,01:35:51:15,01:35:54:16,5245830105934359183.xml,1763,"DOORBELL RINGS  Oh, God!  That might be him. Hold me drink.",77.90084481239319,77.90084481239319
16719,16719,01:08:31:18,01:08:35:06,5266645664934403562.xml,1288,Bradley'll be here soon.  Just you wait... ,77.81838178634644,77.81838178634644
9542,9542,00:48:38:13,00:48:41:02,5256228221757951173.xml,831,What do you know?  If you leave now I won't say anything to Peggy or Phil.,77.80561447143555,77.80561447143555
2414,2414,00:18:11:13,00:18:13:13,5248439298566680341.xml,334,I don't know.  Cos I'm so concerned about my brother's welfare right now(!),77.79666781425476,77.79666781425476
21631,21631,00:30:31:03,00:30:32:21,5274434588125702436.xml,538,"Right, then, I'll be off.  Whoa, whoa, Dot.  I'm visiting Tanya.",77.77872681617737,77.77872681617737
5628,5628,01:07:56:14,01:07:59:00,5251033029316736209.xml,1312,"Right, that's it.  She's sacked. ",77.74208784103394,77.74208784103394
19436,19436,00:20:38:02,00:20:40:16,5271844722846213628.xml,406,Just like her mum. ,77.6628851890564,77.6628851890564
13605,13605,00:38:10:19,00:38:12:18,5264050645694159353.xml,756,..then we'd find residue on him.  And...?,77.63247489929199,77.63247489929199
11535,11535,00:44:36:13,00:44:39:00,5258818087037440299.xml,904,he wouldn't want you moping.  I ain't moping.,77.61907577514648,77.61907577514648
16998,16998,01:24:47:23,01:24:57:23,5266645664934403562.xml,1567,But if you ask me it's about time  they stopped casting aspersions on the family and made an effort  to find out who's really responsible.,77.61030793190002,77.61030793190002
18785,18785,01:13:44:03,01:13:48:07,5269245838135402929.xml,1249,"Tamwar!  I called her.  Be quick...  it's costing a fortune. Shabnam, here's Mum. ",77.6066243648529,77.6066243648529
3672,3672,01:18:18:01,01:18:21:14,5248439298566680341.xml,1592,"Sean, can you go over the side there?  Just there darlin', and Roxy, you stay there.",77.60130167007446,77.60130167007446
18985,18985,01:24:19:00,01:24:21:23,5269245838135402929.xml,1449,"Just get Sean, please! ",77.59693264961243,77.59693264961243
14199,14199,01:11:55:07,01:12:00:08,5264050645694159353.xml,1350,Good riddance to bad rubbish.  That's  what I say. Yeah!  That's my girl.,77.56643295288086,77.56643295288086
10502,10502,01:45:35:11,01:45:37:21,5256228221757951173.xml,1791,"It ain't worth crying over, ",77.55551934242249,77.55551934242249
16656,16656,01:04:34:07,01:04:35:13,5266645664934403562.xml,1225,"You're here to see flat eight,  right?",77.55182981491089,77.55182981491089
13065,13065,00:10:55:20,00:10:57:10,5264050645694159353.xml,216,"All right, Pete?  Don't get up. ",77.53278613090515,77.53278613090515
13512,13512,00:32:46:03,00:32:47:03,5264050645694159353.xml,663,Stace?  Stace! ,77.50463485717773,77.50463485717773
2857,2857,00:40:46:17,00:40:48:13,5248439298566680341.xml,777,Good luck.  I'll be thinking of you.  Bye.,77.50017046928406,77.50017046928406
2257,2257,00:09:52:12,00:09:56:08,5248439298566680341.xml,177,"Oh, you all right, Jack?  Yeah.  Just a little thing.",77.46368050575256,77.46368050575256
3668,3668,01:18:12:12,01:18:14:15,5248439298566680341.xml,1588,"Ben, you down here, darlin',  right in the front here, lovely.",77.42732763290405,77.42732763290405
9145,9145,00:25:08:18,00:25:13:22,5256228221757951173.xml,434,"I just want to know what you meant  earlier, that I've changed. Archie's got a hold over you.  He's not letting you be who you are.",77.42682695388794,77.42682695388794
21020,21020,01:50:44:17,01:50:57:02,5271844722846213628.xml,1990,"This is it then, is it?  The new you?  Mum...  Don't bother to say it. I'm going. I'll phone Jane,  then I'll pack my things.",77.3816704750061,77.3816704750061
13984,13984,00:58:44:12,00:59:08:10,5264050645694159353.xml,1135,"Oh!  You all right?  I heard you nearly lost my son, Ricky.  Very impressive. So you had a good time, then?  Yeah, it was great, weren't it,  Whit?  We had such a laugh. Didn't we have a laugh in  duty free trying on all the make-up and perfume?  Look. I bought you some after shave.  Really fancy. Come on, you,  let's go and get some drinks. I'll have a G, a pint  and loads of orange juices.",77.38101482391357,77.38101482391357
17625,17625,00:04:03:24,00:04:11:20,5269245838135402929.xml,89,"But it wasn't an accident, was it?  Someone was trying to kill him. BABY CRIES  This...this isn't a good time.",77.36291885375977,77.36291885375977
4050,4050,01:39:48:03,01:39:49:18,5248439298566680341.xml,1970,Last chance. ,77.3275375366211,77.3275375366211
12236,12236,01:20:40:19,01:20:53:17,5258818087037440299.xml,1605,"Just tell me.  I don't want Roxy to lose  the baby, because... ..because I don't want her to  go through what I went through.",77.29661464691162,77.29661464691162
14308,14308,01:18:03:07,01:18:06:00,5264050645694159353.xml,1459,"You should, Max,  cos it's gonna happen. Why?",77.27757096290588,77.27757096290588
4210,4210,01:49:32:08,01:49:35:08,5248439298566680341.xml,2130,"Yeah.  Yeah, it's definitely  for the best.",77.26766467094421,77.26766467094421
9853,9853,01:06:31:24,01:06:33:02,5256228221757951173.xml,1142,You don't have to tell him!  I'll see you later.,77.22952365875244,77.22952365875244
19545,19545,00:27:43:17,00:27:47:22,5271844722846213628.xml,515,"Roxy, where's my baby?  The one time I needed you, Sean. I should've listened to Ronnie,  shouldn't I?",77.21964120864868,77.21964120864868
6751,6751,00:08:43:12,00:08:44:13,5253646087419594905.xml,142,"But you know, we've missed her. ",77.2151529788971,77.2151529788971
8149,8149,01:27:08:00,01:27:10:03,5253646087419594905.xml,1540,Bianca?  B! ,77.21320390701294,77.21320390701294
5191,5191,00:43:54:18,00:43:55:11,5251033029316736209.xml,875,"Trace, you can cope, can't you?  If  not, Archie'll give you a hand,",77.20479965209961,77.20479965209961
18737,18737,01:09:51:13,01:09:55:18,5269245838135402929.xml,1201,"As soon as I get rid of him  you can bring them all in, OK?",77.19001770019531,77.19001770019531
18321,18321,00:46:17:13,00:46:24:23,5269245838135402929.xml,785,"And I got the bus in.  I just wanted to see him. I brought him flowers and made  him a tape, saying that I love him",77.16202139854431,77.16202139854431
1450,1450,01:16:39:15,01:16:46:08,5245830105934359183.xml,1451,You don't want to do this.  You'll  bite off more than you can chew. You don't want me as an enemy.  I will be if you get Bianca. So just do the sensible thing  and leave her out of it. Then no-one needs to get hurt.,77.14000940322876,77.14000940322876
22588,22588,01:22:31:04,01:22:34:16,5274434588125702436.xml,1495,I don't want you anywhere near me. ,77.12974548339844,77.12974548339844
6455,6455,01:49:20:08,01:49:22:03,5251033029316736209.xml,2139,"Older than you, anyway. ",77.1200180053711,77.1200180053711
14855,14855,01:49:11:01,01:49:29:24,5264050645694159353.xml,2006,"Abi, I'm sorry, all right.  I'm sorry.  This is all down to me,  all right.  It's all my fault. No, Dad, it's not all you.  It's Jack, Mum, it's them. It ain't, babe. If I hadn't been so selfish.... ",77.11220979690552,77.11220979690552
8611,8611,01:51:47:01,01:52:19:15,5253646087419594905.xml,2002,"Come on, you don't have to leave  right now, do you? Oh, yes, I think I do.  Yolande... I don't think there's anything  to hang around here for. I'll just... ",77.09178328514099,77.09178328514099
1684,1684,01:32:00:04,01:32:03:07,5245830105934359183.xml,1685,"I mean, what if he  don't love me no more?",77.0862340927124,77.0862340927124
16118,16118,00:33:45:08,00:33:48:10,5266645664934403562.xml,687,"We know about Max and Bradley's wife.  Well, why you asking me all these  questions If you know everything?",77.07708477973938,77.07708477973938
14971,14971,01:56:12:19,01:56:13:24,5264050645694159353.xml,2122,"Yeah, me too.  Mum! I'm coming.",77.06226110458374,77.06226110458374
17186,17186,01:34:55:04,01:34:57:07,5266645664934403562.xml,1755,"OK.  You can stay.  But you owe me, OK?  Thanks, Shirley!",77.03803777694702,77.03803777694702
5619,5619,01:07:29:01,01:07:32:02,5251033029316736209.xml,1303,The Peggy of old  never used to be this much of a wimp.,77.02651023864746,77.02651023864746
4797,4797,00:24:43:15,00:24:47:22,5251033029316736209.xml,481,"Calm down, Grandma.  You've hardly touched it. He said it was mild.  I've always  thought he was a very nice boy.",77.0258367061615,77.0258367061615
20192,20192,01:00:23:21,01:00:26:12,5271844722846213628.xml,1162,"Bummer.  Yeah, for you and all.",77.02474594116211,77.02474594116211
20143,20143,00:58:22:19,00:58:24:06,5271844722846213628.xml,1113,"Bradley, are you there? ",77.0181655883789,77.0181655883789
11169,11169,00:25:48:04,00:25:54:21,5258818087037440299.xml,538,Roxy. ,77.00655460357666,77.00655460357666
16232,16232,00:39:02:09,00:39:04:07,5266645664934403562.xml,801,you should enjoy it while you can. ,76.96202993392944,76.96202993392944
16100,16100,00:32:58:12,00:33:00:17,5266645664934403562.xml,669,"We spoke to them earlier, they  said he hadn't been in today.",76.90028548240662,76.90028548240662
15831,15831,00:21:04:10,00:21:05:09,5266645664934403562.xml,400,"Where you been?  Don't, Ian, just don't.",76.89000964164734,76.89000964164734
5376,5376,00:54:45:10,00:54:51:21,5251033029316736209.xml,1060,"Hope you feel better  soon, Mrs Branning.",76.85255408287048,76.85255408287048
15100,15100,02:04:04:11,02:04:09:20,5264050645694159353.xml,2251,"Bianca, you should ring her. ",76.85173749923706,76.85173749923706
8947,8947,00:14:12:11,00:14:15:09,5256228221757951173.xml,236,"Well, they'll be ages up there. ",76.82263851165771,76.82263851165771
12217,12217,01:19:27:09,01:19:31:03,5258818087037440299.xml,1586,"Look, I could pop over there if  you like.  Check if she's OK. Would you do that, really?",76.79853439331055,76.79853439331055
9609,9609,00:52:03:07,00:52:08:15,5256228221757951173.xml,898,"Yeah, I just bought it  for my Grandma. No way. He must have have a better job  than yours. I had a bit of win on the horses.",76.77115201950073,76.77115201950073
13153,13153,00:14:19:24,00:14:23:18,5264050645694159353.xml,304,"Listen, Ronnie, Jack Branning  leaving Walford will be the best thing that ever happened to you.",76.74874663352966,76.74874663352966
11816,11816,00:59:31:07,00:59:33:14,5258818087037440299.xml,1185,"I think we need to have a little  chat, don't you?  Lauren, do you mind giving me and your sister a minute?",76.74441933631897,76.74441933631897
17484,17484,01:51:07:22,01:51:10:15,5266645664934403562.xml,2053,"But just tell me, how are you  planning to take care of my daughter?  Grandchild?",76.73120498657227,76.73120498657227
18883,18883,01:19:01:05,01:19:03:15,5269245838135402929.xml,1347,"You, er, coming or what?  Only Ben's already gone over.",76.71546936035156,76.71546936035156
5088,5088,00:38:21:07,00:38:24:03,5251033029316736209.xml,772,"You want Stacey to be  proud of you, don't you?",76.69851779937744,76.69851779937744
6000,6000,01:26:26:06,01:26:28:13,5251033029316736209.xml,1684,Peter? ,76.68230533599854,76.68230533599854
1089,1089,00:58:55:08,00:59:02:10,5245830105934359183.xml,1090,"What are you doing back here?  Um, you want to tell me what's happening? He's having my bed.  What?  Yeah, I'm staying here. Lucy's coming in with you.",76.66672468185425,76.66672468185425
21573,21573,00:27:02:23,00:27:08:07,5274434588125702436.xml,480,"Yeah, you said.  Is that why you never come to see me in hospital?",76.65855288505554,76.65855288505554
2986,2986,00:46:49:12,00:46:51:16,5248439298566680341.xml,906,"How else would she take it?  What should I do?  Tell her to lie down, play dead?",76.63646936416626,76.63646936416626
2758,2758,00:34:54:11,00:35:00:10,5248439298566680341.xml,678,"How do you know I'm not gonna get  Ronnie in the photo?  Oh, yes...",76.6279399394989,76.6279399394989
9541,9541,00:48:37:07,00:48:38:12,5256228221757951173.xml,830,"I know, Dad. ",76.61244869232178,76.61244869232178
3524,3524,01:11:11:08,01:11:24:00,5248439298566680341.xml,1444,Abi...Abi?  I reckon you're well shot of him. ,76.60146951675415,76.60146951675415
11852,11852,01:01:41:21,01:01:47:06,5258818087037440299.xml,1221,"So, when are you going to tell him?  When the time's right.  And when's that? ",76.59100294113159,76.59100294113159
1953,1953,01:47:14:13,01:47:17:12,5245830105934359183.xml,1954,"Right, I'll catch you later, Son.  Yeah.",76.55016779899597,76.55016779899597
19543,19543,00:27:31:06,00:27:40:12,5271844722846213628.xml,513,"Rox.  Where is she?  What's going on?  Look, no-one told me, all right?",76.50400996208191,76.50400996208191
12982,12982,00:06:38:23,00:06:42:11,5264050645694159353.xml,133,"Well, not for Darren, it isn't!  I am not arguing with you. Get yourself to school. No.",76.45127177238464,76.45127177238464
2123,2123,00:02:37:19,00:02:40:14,5248439298566680341.xml,43,Whit...  What?  Liam's been farting so I'm coming back with you.,76.4415442943573,76.4415442943573
17637,17637,00:04:39:20,00:04:41:24,5269245838135402929.xml,101,"Listen, it's going to be all right,  we can...  Lauren?",76.43059492111206,76.43059492111206
21359,21359,00:15:38:24,00:15:43:12,5274434588125702436.xml,266,"Dad!  All right, Abi? I'm home. ",76.41195058822632,76.41195058822632
22947,22947,01:41:49:19,01:41:52:11,5274434588125702436.xml,1854,"I'm sorry, Tiff.  I forgot. ",76.40808820724487,76.40808820724487
19202,19202,00:08:53:00,00:08:57:13,5271844722846213628.xml,172,"Why don't I try ringing him?  No. You and Dad, you've had rows  before... Not like this, we haven't.",76.37264132499695,76.37264132499695
17417,17417,01:47:56:15,01:48:04:05,5266645664934403562.xml,1986,"No, darling...no.  But you might never have found out though.",76.35725736618042,76.35725736618042
17467,17467,01:50:25:17,01:50:26:16,5266645664934403562.xml,2036,"Darling.  Would you just  give us a minute, please.",76.31646394729614,76.31646394729614
11616,11616,00:49:36:13,00:49:39:02,5258818087037440299.xml,985,"Yeah, you were right, you know.  They need time to get used to the  idea.  Say their goodbyes, you know.",76.3093650341034,76.3093650341034
2875,2875,00:41:28:22,00:41:35:14,5248439298566680341.xml,795,Like we're one big happy family.  Like Honey ain't left Billy. Like you and Ronnie are best mates.  Like any of that will fool Pat Evans.,76.29051804542542,76.29051804542542
8248,8248,01:32:21:23,01:32:25:10,5253646087419594905.xml,1639,"Nosy cow.  Well, she's got a right to know, hasn't she?",76.28726363182068,76.28726363182068
17288,17288,01:40:42:22,01:40:51:14,5266645664934403562.xml,1857,"Problem was...  there wasn't anyone else around  to fit into Brian's shoes,",76.26740336418152,76.26740336418152
16712,16712,01:07:55:21,01:08:01:14,5266645664934403562.xml,1281,"Right, excellent.  Time to talk turkey then, eh?",76.24197602272034,76.24197602272034
15334,15334,02:18:33:22,02:18:37:19,5264050645694159353.xml,2485,Look.  I'll sort this out.  I ain't  gonna give up Tony without a fight.,76.22680068016052,76.22680068016052
2279,2279,00:11:04:03,00:11:08:14,5248439298566680341.xml,199,"Whatever you do, don't leave me.  Promise? Why? Just promise.  I promise.",76.21844410896301,76.21844410896301
18395,18395,00:50:36:19,00:50:38:19,5269245838135402929.xml,859,"So, Mum's not a murderer.  That's the good news?",76.15652084350586,76.15652084350586
7920,7920,01:14:11:17,01:14:13:07,5253646087419594905.xml,1311,"Yes, you do, Stace.  Of course you do.",76.13173127174377,76.13173127174377
6438,6438,01:48:28:19,01:48:30:04,5251033029316736209.xml,2122,"He's like the son I never had.  Well, if you need rescuing...",76.10209584236145,76.10209584236145
8139,8139,01:26:42:16,01:26:44:16,5253646087419594905.xml,1530,And who is Lee?  He was there last night.,76.0978639125824,76.0978639125824
7532,7532,00:51:46:11,00:51:52:04,5253646087419594905.xml,923,"All right?  Never.  Well, it's too bad.  Cos that's what he's gonna be. ",76.09283924102783,76.09283924102783
20720,20720,01:30:33:11,01:30:42:15,5271844722846213628.xml,1690,"'I need you, Bradley.'  I'm scared.  I am.  I'm scared, Bradley.  Don't  leave me here on my own.  Please.",76.08622312545776,76.08622312545776
1506,1506,01:20:42:02,01:21:06:01,5245830105934359183.xml,1507,"So what?  He just crumbled?  Yeah, sort of. How amazing are you? You're my hero.  So, er, Tony tomorrow.  Yeah. Well, you must be excited.  Yeah. Right.  Well, I'd better get moving.  Ricky.  I'm scared.  Well, why?",76.08263492584229,76.08263492584229
5529,5529,01:02:43:14,01:02:49:05,5251033029316736209.xml,1213,"Why are you so interested  in my love life? Cos you're my brother...  Yeah, and? I don't like seeing you rattling  around.  It's not good for you.",76.07879638671875,76.07879638671875
3714,3714,01:20:28:19,01:20:32:21,5248439298566680341.xml,1634,"No need, Peggy.  This is payment enough. ",76.06671452522278,76.06671452522278
18859,18859,01:17:53:22,01:18:00:17,5269245838135402929.xml,1323,"Oi.  Is she all right?  Sean? No, let him go, like you said,  they've got to sort it out for themselves.",76.06640458106995,76.06640458106995
8956,8956,00:14:41:16,00:14:44:21,5256228221757951173.xml,245,"Tiffany?  Just come here a sec, darling.",76.06139183044434,76.06139183044434
533,533,00:30:59:21,00:31:08:21,5245830105934359183.xml,534,"We're gonna have  a big party for him. Oh, Right.  You can bring that woman  from last night if you want. Er, well, I'm not gonna  see her again. Why?",76.00213289260864,76.00213289260864
17151,17151,01:33:33:13,01:33:34:23,5266645664934403562.xml,1720,What a shame. ,75.95941424369812,75.95941424369812
16151,16151,00:35:21:00,00:35:24:09,5266645664934403562.xml,720,Abi witnessed everything.  She saw who the killer was.  Max isn't dead.,75.95319747924805,75.95319747924805
22415,22415,01:11:52:19,01:12:05:22,5274434588125702436.xml,1322,"Ronnie, please.  I'm begging you.  I begging you, please.  Don't  do it for my sake, do it for Tanya's. My kids.  You don't want to see  them taken away from their mum for something she didn't do?",75.93173384666443,75.93173384666443
17827,17827,00:14:07:19,00:14:12:10,5269245838135402929.xml,291,It's like the end of an era. ,75.91970562934875,75.91970562934875
19276,19276,00:12:05:19,00:12:09:02,5271844722846213628.xml,246,"Where was your fella?  Yeah, good question. Being in that hospital on my own was  one of the most terrifying nights.",75.871741771698,75.871741771698
4941,4941,00:30:52:13,00:31:00:11,5251033029316736209.xml,625,"Oh, right...  And she's left you in charge? Don't sound so surprised.  I know what I'm doing.  Here, let me fix it for you.  I can manage.",75.86764097213745,75.86764097213745
15124,15124,02:05:27:11,02:05:33:18,5264050645694159353.xml,2275,"Wouldn't you prefer it  if he wasn't around? No. Whatever's happened,  he's still my brother.",75.85442662239075,75.85442662239075
19605,19605,00:30:27:16,00:30:32:10,5271844722846213628.xml,575,"Trust me, darlin'.  We're better off without him.",75.83101391792297,75.83101391792297
13807,13807,00:48:14:06,00:48:20:16,5264050645694159353.xml,958,Mum...  It's all right.  Mum's here. ,75.81813335418701,75.81813335418701
18940,18940,01:22:18:12,01:22:21:18,5269245838135402929.xml,1404,"Come on Mum, leave  the nice man alone.",75.78907012939453,75.78907012939453
8375,8375,01:38:11:08,01:38:13:24,5253646087419594905.xml,1766,Whitney? ,75.78201293945312,75.78201293945312
3342,3342,01:03:42:18,01:03:44:13,5248439298566680341.xml,1262,You've got to speak to her sometime  and this photo is a great excuse.,75.7638156414032,75.7638156414032
3702,3702,01:19:50:17,01:19:52:18,5248439298566680341.xml,1622,Pat...you an' me go back a long way. ,75.75656175613403,75.75656175613403
945,945,00:52:13:00,00:52:18:09,5245830105934359183.xml,946,"So what's all this with Phil?  Leaving?  I'm just gonna find Ian. Make sure you hurry back, yeah? ",75.71772933006287,75.71772933006287
2201,2201,00:06:59:06,00:07:05:06,5248439298566680341.xml,121,"Right, come on.  Everyone outside.  Pat's taking a photo. Come on, Liam.  Come on, Nana's taking a photo.  Come on.",75.69122910499573,75.69122910499573
12007,12007,01:08:29:09,01:08:34:03,5258818087037440299.xml,1376,"Ah.  Yeah, well I was gonna pop  down to Clacton later to see Brenda.",75.66641569137573,75.66641569137573
16961,16961,01:23:03:15,01:23:06:08,5266645664934403562.xml,1530,He'll come around.  Don't worry. ,75.62829852104187,75.62829852104187
9720,9720,00:57:52:19,00:57:57:11,5256228221757951173.xml,1009,"Let's hope it don't come  to that, eh?",75.6269097328186,75.6269097328186
4643,4643,00:16:40:17,00:16:42:09,5251033029316736209.xml,327,No.  I can't handle this no more.  We have to get out of here.,75.6240725517273,75.6240725517273
7991,7991,01:18:37:17,01:18:52:11,5253646087419594905.xml,1382,"Always did get  the best-looking blokes. So, how's Joel?  Are you two still in touch? From time to time.  He knew about this?  He knew. He just decided not to come? ",75.61873197555542,75.61873197555542
3697,3697,01:19:42:11,01:19:45:17,5248439298566680341.xml,1617,"It's Stacey, isn't it? ",75.61249136924744,75.61249136924744
22570,22570,01:21:17:00,01:21:35:09,5274434588125702436.xml,1477,"What music I like.  What books I read. How I'm feeling.  Well, then, tell me.  Tell me all  those things.  I want to know. You don't really care.  You just want to stop me  from moving in with Uncle Jack.",75.60993432998657,75.60993432998657
15971,15971,00:27:30:18,00:27:36:04,5266645664934403562.xml,540,"No.  Well, if it's all right with Mrs Beale, could you add her name to the list?",75.57636499404907,75.57636499404907
18568,18568,00:59:57:23,00:59:59:04,5269245838135402929.xml,1032,Stace.  Have you seen Sean today? ,75.56491494178772,75.56491494178772
1226,1226,01:07:19:09,01:07:21:05,5245830105934359183.xml,1227,"It ain't fair.  What, to Bianca?",75.52868127822876,75.52868127822876
15206,15206,02:10:14:22,02:10:21:05,5264050645694159353.xml,2357,"Oh, Bradley, I've been ever  so worried.  Where you been?",75.52242875099182,75.52242875099182
574,574,00:32:48:14,00:32:54:03,5245830105934359183.xml,575,"Chris can do it, can't he?  Christian doesn't know what he's doing. I'm afraid you're not on my list.  Oh, the stigma, I do hope I'll cope.",75.5206823348999,75.5206823348999
1590,1590,01:25:12:23,01:25:16:17,5245830105934359183.xml,1591,"And what might that be, Dad?  I can't tell you, love.  It'd put you in danger.",75.51760077476501,75.51760077476501
13173,13173,00:15:45:19,00:15:47:10,5264050645694159353.xml,324,"I don't think I can do it.  What? I'm not good enough, Mum.  I'm sorry.",75.43691396713257,75.43691396713257
5340,5340,00:52:38:02,00:52:40:20,5251033029316736209.xml,1024,I just didn't know what to do for  the best. I could've died last night.,75.38263201713562,75.38263201713562
7529,7529,00:51:29:01,00:51:33:14,5253646087419594905.xml,920,"I even thought you'd  grown to love him. Not like your dad, but different.  Yeah.  It's different.",75.37770867347717,75.37770867347717
19882,19882,00:45:02:05,00:45:03:12,5271844722846213628.xml,852,None of your flamin' business.  She ain't bad for an old bird.,75.37235021591187,75.37235021591187
15228,15228,02:11:47:13,02:11:50:09,5264050645694159353.xml,2379,"You don't even know her!  I know you, though.  I know how you operate.",75.35889744758606,75.35889744758606
5753,5753,01:13:59:13,01:14:03:08,5251033029316736209.xml,1437,"So if you could tell her  the rehearsal's at my place tonight, not the Truemans'.",75.3551185131073,75.3551185131073
7336,7336,00:41:46:14,00:41:49:02,5253646087419594905.xml,727,"Mum, you know how much  this means to me!",75.32763481140137,75.32763481140137
21603,21603,00:29:08:17,00:29:09:12,5274434588125702436.xml,510,"Oh, Phil! ",75.32368898391724,75.32368898391724
14078,14078,01:04:53:23,01:04:56:02,5264050645694159353.xml,1229,"Well, he hasn't.  Well, can I go and see him?",75.32305717468262,75.32305717468262
9786,9786,01:02:00:21,01:02:17:20,5256228221757951173.xml,1075,"Oh, bill, bill...no idea, bill. ",75.2647340297699,75.2647340297699
15790,15790,00:18:43:19,00:18:45:09,5266645664934403562.xml,359,"and then Tanya, and the brother...  You're loving this, aren't you?",75.25550723075867,75.25550723075867
18786,18786,01:13:48:08,01:13:51:18,5269245838135402929.xml,1250,Shab...? ,75.25503635406494,75.25503635406494
14248,14248,01:14:22:18,01:14:27:19,5264050645694159353.xml,1399,"Eh, Max?  What's it gonna take?  I am with Tanya, I am with your kids  and we're all leaving",75.22056698799133,75.22056698799133
13498,13498,00:32:05:23,00:32:10:08,5264050645694159353.xml,649,Why don't you take 'em out after?  Have Morgan out after dark? I'm already picking Tiffany up  from her mate's.  Surely you can find an hour to spare?,75.22010207176208,75.22010207176208
19852,19852,00:42:50:02,00:42:54:23,5271844722846213628.xml,822,Can I touch her?  Yeah.,75.18638968467712,75.18638968467712
7277,7277,00:38:19:02,00:38:21:10,5253646087419594905.xml,668,"And you'd hurt her like that,  would you?  After all she's done?",75.15982389450073,75.15982389450073
10769,10769,00:05:12:18,00:05:16:03,5258818087037440299.xml,138,"What's the matter with you, girl?  You just can't go! What about Stacey?",75.14626383781433,75.14626383781433
21297,21297,00:11:00:15,00:11:06:10,5274434588125702436.xml,204,why someone might have  done this deliberately? They're saying it's my wife.  They?,75.14253258705139,75.14253258705139
9092,9092,00:21:56:24,00:22:00:07,5256228221757951173.xml,381,"What's going on in your head now?  You thinking, ""She's right.  I'd better lie low, not make a fuss.""",75.13042092323303,75.13042092323303
8469,8469,01:43:59:24,01:44:01:21,5253646087419594905.xml,1860,The decision's been made.  There's nothing you can do about it.,75.05843043327332,75.05843043327332
611,611,00:34:56:16,00:34:58:03,5245830105934359183.xml,612,"Yeah, I think it's for the best. ",75.04054307937622,75.04054307937622
