,begin,end,filename,shot_id,transcript
1525,01:17:05:01,01:17:06:22,5300410550331962313.xml,1526,How much wear and tear can  a few six-year-olds cause?
1526,01:17:06:23,01:17:08:11,5300410550331962313.xml,1527,I'll chuck in some  free orange squash then.
1527,01:17:08:12,01:17:11:16,5300410550331962313.xml,1528,
1528,01:17:11:17,01:17:13:10,5300410550331962313.xml,1529,"You know what you are, don't you? "
1529,01:17:13:11,01:17:16:11,5300410550331962313.xml,1530,DOORBELL RINGS  I'll get it. What? You are one lump of  silver-tongued gorgeousness!
1530,01:17:16:12,01:17:17:22,5300410550331962313.xml,1531,
1531,01:17:17:23,01:17:19:04,5300410550331962313.xml,1532,Thank you!  Mwuh!  Oh! 
1532,01:17:19:05,01:17:21:19,5300410550331962313.xml,1533,
1533,01:17:21:20,01:17:24:22,5300410550331962313.xml,1534,
1534,01:17:24:23,01:17:26:04,5300410550331962313.xml,1535,It's the police. 
1535,01:17:26:05,01:17:27:15,5300410550331962313.xml,1536,What's happened? 
1536,01:17:27:16,01:17:28:21,5300410550331962313.xml,1537,
1537,01:17:28:22,01:17:29:24,5300410550331962313.xml,1538,
1538,01:17:30:00,01:17:43:19,5300410550331962313.xml,1539,"I thought I'd feel bad, but I don't.  I've made the right decision,  I'm moving forward, I'm getting on with my life.  I've got so many plans, Stace,  so much I wanna do."
1539,01:17:43:20,01:17:49:10,5300410550331962313.xml,1540,"Sorry, did you want a biscuit?  No, ta. And I want to get into designing,  don't laugh, but I've got an eye,  I know I have."
1540,01:17:49:11,01:17:51:12,5300410550331962313.xml,1541,
1541,01:17:51:13,01:17:54:00,5300410550331962313.xml,1542,"If I just get myself  a sewing machine, I can run up some designs, "
1542,01:17:54:01,01:17:56:13,5300410550331962313.xml,1543,"and maybe we could put them  on the stall? Yeah, maybe."
1543,01:17:56:14,01:18:04:06,5300410550331962313.xml,1544,"And I wanna go travelling.  America, Australia, New Zealand, I wanna go round the world,  I wanna do it all,"
1544,01:18:04:07,01:18:06:04,5300410550331962313.xml,1545,I wanna see everything. 
1545,01:18:06:05,01:18:07:08,5300410550331962313.xml,1546,
1546,01:18:07:09,01:18:08:01,5300410550331962313.xml,1547,"And now I ain't got a kid  to tie me down, well, I can!"
1547,01:18:08:02,01:18:08:18,5300410550331962313.xml,1548,
1548,01:18:08:19,01:18:14:12,5300410550331962313.xml,1549,
1549,01:18:14:13,01:18:19:14,5300410550331962313.xml,1550,Tony pleading not guilty. 
1550,01:18:19:15,01:18:20:22,5300410550331962313.xml,1551,"Well, he as good as admitted it  to me!"
1551,01:18:20:23,01:18:22:18,5300410550331962313.xml,1552,
1552,01:18:22:19,01:18:24:09,5300410550331962313.xml,1553,What does it mean?  It means there'll be a trial at Crown Court.
1553,01:18:24:10,01:18:27:23,5300410550331962313.xml,1554,
1554,01:18:27:24,01:18:29:24,5300410550331962313.xml,1555,So I'll have to give evidence? 
1555,01:18:30:00,01:18:38:18,5300410550331962313.xml,1556,"It'll be by video link, right?  Yes. You won't have to go in the court,  Whit.  You won't have to see him."
1556,01:18:38:19,01:18:42:01,5300410550331962313.xml,1557,When will it be?  Not for a few months.  These things take time. We'll do everything to make things  as smooth as possible for you.
1557,01:18:42:02,01:18:44:21,5300410550331962313.xml,1558,
1558,01:18:44:22,01:18:46:20,5300410550331962313.xml,1559,He couldn't even plead guilty! 
1559,01:18:46:21,01:18:50:15,5300410550331962313.xml,1560,"We could take you to the court room,  see what it looks like... This ain't right! It's OK."
1560,01:18:50:16,01:18:52:05,5300410550331962313.xml,1561,"No, it's not OK! "
1561,01:18:52:06,01:18:53:23,5300410550331962313.xml,1562,"A few months, yeah? "
1562,01:18:53:24,01:18:55:16,5300410550331962313.xml,1563,"Yep.  And in the meantime, what?"
1563,01:18:55:17,01:18:56:20,5300410550331962313.xml,1564,"We just go on as normal, yeah? "
1564,01:18:56:21,01:18:57:17,5300410550331962313.xml,1565,
1565,01:18:57:18,01:18:58:04,5300410550331962313.xml,1566,Yes.  OK.
1566,01:18:58:05,01:18:58:13,5300410550331962313.xml,1567,
1567,01:18:58:14,01:19:00:22,5300410550331962313.xml,1568,"Whitney!  No, I'm OK."
1568,01:19:00:23,01:19:02:23,5300410550331962313.xml,1569,
1569,01:19:02:24,01:19:03:10,5300410550331962313.xml,1570,
1570,01:19:03:11,01:19:08:14,5300410550331962313.xml,1571,
1571,01:19:08:15,01:19:11:11,5300410550331962313.xml,1572,Why couldn't he  just plead guilty?
1572,01:19:11:12,01:19:17:11,5300410550331962313.xml,1573,"I've always fancied doing a  bungee jump.  You ever done one? No.  Must be scary, don't you think?"
1573,01:19:17:12,01:19:22:08,5300410550331962313.xml,1574,"And I want to do a parachute drop,  and paragliding."
1574,01:19:22:09,01:19:24:21,5300410550331962313.xml,1575,"Yeah, I want to do paragliding.  Well, I can do whatever I want,  can't I? You're all right then?"
1575,01:19:24:22,01:19:27:10,5300410550331962313.xml,1576,"Yeah, I'm really great.  Couldn't be better."
1576,01:19:27:11,01:19:29:04,5300410550331962313.xml,1577,
1577,01:19:29:05,01:19:31:01,5300410550331962313.xml,1578,Good. 
1578,01:19:31:02,01:19:33:07,5300410550331962313.xml,1579,"Where you going?  Upstairs to get another jumper,"
1579,01:19:33:08,01:19:35:16,5300410550331962313.xml,1580,then I'm gonna help  my nan pack up the stall.
1580,01:19:35:17,01:19:38:02,5300410550331962313.xml,1581,You're angry with me.  No.  I'm pleased for you.
1581,01:19:38:03,01:19:40:03,5300410550331962313.xml,1582,
1582,01:19:40:04,01:19:41:03,5300410550331962313.xml,1583,
1583,01:19:41:04,01:19:43:00,5300410550331962313.xml,1584,
1584,01:19:43:01,01:20:02:04,5300410550331962313.xml,1585,"I thought some chocolate would help.  Look, I'm so sorry  that this has happened. Me too.  I just wish there was  something I could do to help."
1585,01:20:02:05,01:20:03:13,5300410550331962313.xml,1586,
1586,01:20:03:14,01:20:06:02,5300410550331962313.xml,1587,There ain't nothing no-one can do! 
1587,01:20:06:03,01:20:08:21,5300410550331962313.xml,1588,
1588,01:20:08:22,01:20:14:23,5300410550331962313.xml,1589,"I shouldn't shout at you, I'm sorry.  It's all right.  You know, Tiff's party... "
1589,01:20:14:24,01:20:16:07,5300410550331962313.xml,1590,under the circumstances... 
1590,01:20:16:08,01:20:18:09,5300410550331962313.xml,1591,You ain't cancelling it. 
1591,01:20:18:10,01:20:21:18,5300410550331962313.xml,1592,Perhaps we have to.  No!  She's my kid sister.  She's got to have some fun.
1592,01:20:21:19,01:20:23:14,5300410550331962313.xml,1593,
1593,01:20:23:15,01:20:28:17,5300410550331962313.xml,1594,We can't let Tony hurt Tiff and all.  I won't let him. 
1594,01:20:28:18,01:20:32:03,5300410550331962313.xml,1595,
1595,01:20:32:04,01:20:35:20,5300410550331962313.xml,1596,
1596,01:20:35:21,01:20:39:18,5300410550331962313.xml,1597,"I did want to talk to you, Stacey.  I was just scared you'd be angry with  me and try and talk me out of it."
1597,01:20:39:19,01:20:42:09,5300410550331962313.xml,1598,
1598,01:20:42:10,01:20:44:07,5300410550331962313.xml,1599,"I know you wish you'd never had...  It doesn't matter now, does it?"
1599,01:20:44:08,01:20:46:07,5300410550331962313.xml,1600,
1600,01:20:46:08,01:20:47:07,5300410550331962313.xml,1601,"It's the right thing for me,  I know it is."
1601,01:20:47:08,01:20:49:16,5300410550331962313.xml,1602,"Well, it's done now.  I knew you'd be like this!"
1602,01:20:49:17,01:20:51:20,5300410550331962313.xml,1603,
1603,01:20:51:21,01:20:53:18,5300410550331962313.xml,1604,"It's your body, your decision.  There's nothing more to say."
1604,01:20:53:19,01:20:57:13,5300410550331962313.xml,1605,"You didn't wanna talk to me,  that's fine.  I get it."
1605,01:20:57:14,01:20:58:22,5300410550331962313.xml,1606,"I don't like it, but I understand.  But why Roni Mitchell?"
1606,01:20:58:23,01:20:59:15,5300410550331962313.xml,1607,
1607,01:20:59:16,01:21:00:00,5300410550331962313.xml,1608,
1608,01:21:00:01,01:21:02:23,5300410550331962313.xml,1609,She only smiles when someone  makes a mistake. That's not fair!
1609,01:21:02:24,01:21:04:05,5300410550331962313.xml,1610,Or if someone's hurt themselves.  You've got her wrong!
1610,01:21:04:06,01:21:06:00,5300410550331962313.xml,1611,
1611,01:21:06:01,01:21:08:22,5300410550331962313.xml,1612,She can't stand to see anyone happy  or having fun! She isn't like that!
1612,01:21:08:23,01:21:10:20,5300410550331962313.xml,1613,Really?  What about the way she tried  to split Roxy and Sean up?
1613,01:21:10:21,01:21:13:11,5300410550331962313.xml,1614,I don't know anything about that... 
1614,01:21:13:12,01:21:14:12,5300410550331962313.xml,1615,
1615,01:21:14:13,01:21:17:02,5300410550331962313.xml,1616,"Course she's gonna tell you to get  rid of the baby, miserable cow. I like her! What's to like?"
1616,01:21:17:03,01:21:20:12,5300410550331962313.xml,1617,"Fine, you didn't want to speak  to me, but you could've spoken to anyone.  Why her?"
1617,01:21:20:13,01:21:23:06,5300410550331962313.xml,1618,
1618,01:21:23:07,01:21:24:21,5300410550331962313.xml,1619,Because she's my mum! 
1619,01:21:24:22,01:21:28:14,5300410550331962313.xml,1620,
1620,01:21:28:15,01:21:38:06,5300410550331962313.xml,1621,Subtitles by Red Bee Media Ltd - 2009 
1621,01:21:38:07,01:21:39:23,5300410550331962313.xml,1622,
1622,01:21:39:24,01:21:55:24,5300410550331962313.xml,1623,E-mail subtitling@bbc.co.uk 
1623,01:21:56:00,01:21:58:06,5300410550331962313.xml,1624,
1624,01:21:58:07,01:22:12:02,5300410550331962313.xml,1625,
1625,01:22:12:03,01:22:13:13,5300410550331962313.xml,1626,
1626,01:22:13:14,01:22:14:01,5300410550331962313.xml,1627,
1627,01:22:14:02,01:22:15:07,5300410550331962313.xml,1628,
1628,01:22:15:08,01:22:19:02,5300410550331962313.xml,1629,
1629,01:22:19:03,01:22:19:09,5300410550331962313.xml,1630,
1630,01:22:19:10,01:22:22:22,5300410550331962313.xml,1631,
1631,01:22:22:23,01:22:23:08,5300410550331962313.xml,1632,
1632,01:22:23:09,01:22:24:12,5300410550331962313.xml,1633,
1633,01:22:24:13,01:22:24:22,5300410550331962313.xml,1634,
1634,01:22:24:23,01:22:26:19,5300410550331962313.xml,1635,
1635,01:22:26:20,01:22:27:04,5300410550331962313.xml,1636,
1636,01:22:27:05,01:22:27:14,5300410550331962313.xml,1637,
1637,01:22:27:15,01:22:28:01,5300410550331962313.xml,1638,
1638,01:22:28:02,01:22:29:17,5300410550331962313.xml,1639,
1639,01:22:29:18,01:22:30:18,5300410550331962313.xml,1640,
1640,01:22:30:19,01:22:31:12,5300410550331962313.xml,1641,
1641,01:22:31:13,01:22:31:23,5300410550331962313.xml,1642,
1642,01:22:31:24,01:22:32:02,5300410550331962313.xml,1643,
1643,01:22:32:03,01:22:39:02,5300410550331962313.xml,1644,
1644,01:22:39:03,01:22:40:03,5300410550331962313.xml,1645,
1645,01:22:40:04,01:22:41:19,5300410550331962313.xml,1646,
1646,01:22:41:20,01:22:44:01,5300410550331962313.xml,1647,
1647,01:22:44:02,01:22:44:20,5300410550331962313.xml,1648,
1648,01:22:44:21,01:22:46:02,5300410550331962313.xml,1649,
1649,01:22:46:03,01:22:46:23,5300410550331962313.xml,1650,
1650,01:22:46:24,01:22:47:12,5300410550331962313.xml,1651,
1651,01:22:47:13,01:22:48:10,5300410550331962313.xml,1652,
1652,01:22:48:11,01:22:50:05,5300410550331962313.xml,1653,
1653,01:22:50:06,01:22:52:03,5300410550331962313.xml,1654,
1654,01:22:52:04,01:22:54:11,5300410550331962313.xml,1655,
1655,01:22:54:12,01:22:56:19,5300410550331962313.xml,1656,
1656,01:22:56:20,01:22:58:16,5300410550331962313.xml,1657,
1657,01:22:58:17,01:22:59:17,5300410550331962313.xml,1658,
1658,01:22:59:18,01:23:00:04,5300410550331962313.xml,1659,
1659,01:23:00:05,01:23:02:03,5300410550331962313.xml,1660,
1660,01:23:02:04,01:23:03:17,5300410550331962313.xml,1661,
1661,01:23:03:18,01:23:06:06,5300410550331962313.xml,1662,
1662,01:23:06:07,01:23:07:05,5300410550331962313.xml,1663,
1663,01:23:07:06,01:23:07:21,5300410550331962313.xml,1664,
1664,01:23:07:22,01:23:08:23,5300410550331962313.xml,1665,
1665,01:23:08:24,01:23:09:15,5300410550331962313.xml,1666,
1666,01:23:09:16,01:23:10:18,5300410550331962313.xml,1667,
1667,01:23:10:19,01:23:11:15,5300410550331962313.xml,1668,
1668,01:23:11:16,01:23:12:17,5300410550331962313.xml,1669,
1669,01:23:12:18,01:23:19:02,5300410550331962313.xml,1670,
1670,01:23:19:03,01:23:19:09,5300410550331962313.xml,1671,
1671,01:23:19:10,01:23:20:18,5300410550331962313.xml,1672,
1672,01:23:20:19,01:23:22:14,5300410550331962313.xml,1673,
1673,01:23:22:15,01:23:23:18,5300410550331962313.xml,1674,
1674,01:23:23:19,01:23:24:08,5300410550331962313.xml,1675,
1675,01:23:24:09,01:23:25:14,5300410550331962313.xml,1676,
1676,01:23:25:15,01:23:26:16,5300410550331962313.xml,1677,
1677,01:23:26:17,01:23:28:00,5300410550331962313.xml,1678,
1678,01:23:28:01,01:23:29:00,5300410550331962313.xml,1679,
1679,01:23:29:01,01:23:29:19,5300410550331962313.xml,1680,
1680,01:23:29:20,01:23:30:14,5300410550331962313.xml,1681,
1681,01:23:30:15,01:23:31:11,5300410550331962313.xml,1682,
1682,01:23:31:12,01:23:32:12,5300410550331962313.xml,1683,
1683,01:23:32:13,01:23:41:01,5300410550331962313.xml,1684,
1684,01:23:41:02,01:23:41:12,5300410550331962313.xml,1685,
1685,01:23:41:13,01:23:42:00,5300410550331962313.xml,1686,
1686,01:23:42:01,01:23:43:24,5300410550331962313.xml,1687,
1687,01:23:44:00,01:23:45:16,5300410550331962313.xml,1688,
1688,01:23:45:17,01:23:46:05,5300410550331962313.xml,1689,
1689,01:23:46:06,01:23:47:15,5300410550331962313.xml,1690,
1690,01:23:47:16,01:23:48:01,5300410550331962313.xml,1691,
1691,01:23:48:02,01:23:49:21,5300410550331962313.xml,1692,
1692,01:23:49:22,01:23:50:17,5300410550331962313.xml,1693,
1693,01:23:50:18,01:23:55:18,5300410550331962313.xml,1694,
1694,00:00:00:00,00:00:19:17,5300433743159556513.xml,1,
1695,00:00:19:18,00:01:16:22,5300433743159556513.xml,2,"He's sweet. You like him? Yeah, he's gorgeous.  He's yours. What?  Have him.  He's housetrained. He's very affectionate. And he doesn't slobber.  Much.  What, you don't want him? He's more trouble than a  newborn baby, that one. A baby wouldn't be much trouble.  A baby would be a doddle  compared to Gumbo. Stacey told me  she had an abortion. Did she? Was it when you were together?  Look, I thought we were  talking about the dog. Sorry.  I'm sorry,  I don't know why I... Must be because it's the  middle of the night.  Sorry. Well, yes.  Yeah, it was when we were together.  I shouldn't have mentioned it.  It's a while ago now.  It's fine. I'm really sorry. "
1696,00:01:16:23,00:01:19:13,5300433743159556513.xml,3,It's really wet.  I'll see you later.
1697,00:01:19:14,00:01:20:24,5300433743159556513.xml,4,
1698,00:01:21:00,00:01:22:08,5300433743159556513.xml,5,
1699,00:01:22:09,00:01:23:23,5300433743159556513.xml,6,
1700,00:01:23:24,00:01:28:10,5300433743159556513.xml,7,And the most stupid. 
1701,00:01:28:11,00:01:43:12,5300433743159556513.xml,8,"Do you fancy a coffee?  So, Ronnie Mitchell's your mum?  Yeah.  And she really doesn't know? No.  Well, don't you think you ought to tell her? I want to.  Why do you think I came here?"
1702,00:01:43:13,00:01:44:18,5300433743159556513.xml,9,
1703,00:01:44:19,00:01:46:11,5300433743159556513.xml,10,I was gonna find her  and I was gonna tell her.
1704,00:01:46:12,00:01:51:15,5300433743159556513.xml,11,"And then I saw her, and... "
1705,00:01:51:16,00:01:53:00,5300433743159556513.xml,12,"Well, she's so... "
1706,00:01:53:01,00:01:59:00,5300433743159556513.xml,13,Difficult?  Beautiful.  Really beautiful.  I thought she didn't want me then and she won't want me now.
1707,00:01:59:01,00:02:01:14,5300433743159556513.xml,14,"But then I thought maybe  if we get to know each other, she might start to like me."
1708,00:02:01:15,00:02:11:18,5300433743159556513.xml,15,"She must like me a bit,  don't you think? She came with me to that clinic,  she didn't turn her back on me,"
1709,00:02:11:19,00:02:15:02,5300433743159556513.xml,16,"and she's gonna  come again tomorrow. Well, I never thought I'd  feel sorry for Ronnie Mitchell."
1710,00:02:15:03,00:02:17:16,5300433743159556513.xml,17,Sorry for her? 
1711,00:02:17:17,00:02:20:12,5300433743159556513.xml,18,You took her with you to get  rid of her grandchild.
1712,00:02:20:13,00:02:23:04,5300433743159556513.xml,19,You didn't even tell her. 
1713,00:02:23:05,00:02:47:19,5300433743159556513.xml,20,"I went with somebody today while  she went to have an abortion. One of those new kind of  abortions, done with pills. She took the first one today,  she's got to go back for the second lot tomorrow. She kept asking me  was she doing the right thing? Yeah.  Well, you know,  it's difficult. She's a kid, She's got no money,  no home, her family's miles away, her mother's dead."
1714,00:02:47:20,00:02:51:14,5300433743159556513.xml,21,"So, I said to her, ""Yes.  Yes,  you're doing the right thing."""
1715,00:02:51:15,00:02:55:11,5300433743159556513.xml,22,But I was watching her. 
1716,00:02:55:12,00:03:03:13,5300433743159556513.xml,23,"As she picked up the pill  and she raised it to her mouth, and I wanted to grab hold  of her and say, ""Don't do it."
1717,00:03:03:14,00:03:08:17,5300433743159556513.xml,24,"""Don't you get rid of your baby. "
1718,00:03:08:18,00:03:10:12,5300433743159556513.xml,25,"""Or you'll regret it  the rest of your life."""
1719,00:03:10:13,00:03:12:06,5300433743159556513.xml,26,
1720,00:03:12:07,00:03:17:06,5300433743159556513.xml,27,Mum and Dad told me I was  adopted when I was five. It didn't mean much to me then. 
1721,00:03:17:07,00:03:19:23,5300433743159556513.xml,28,"But when I got a bit older,  I started to think about my birth mother more."
1722,00:03:19:24,00:03:22:02,5300433743159556513.xml,29,
1723,00:03:22:03,00:03:29:07,5300433743159556513.xml,30,But I never thought of trying to find  her.  I didn't want to hurt my mum.
1724,00:03:29:08,00:03:32:18,5300433743159556513.xml,31,"But then, when she died...  I decided to come to London  and find this Veronica Mitchell."
1725,00:03:32:19,00:03:36:21,5300433743159556513.xml,32,
1726,00:03:36:22,00:03:39:11,5300433743159556513.xml,33,"Introduce myself.  That day you turned up here  looking for a job, you were trying to find her?"
1727,00:03:39:12,00:03:42:17,5300433743159556513.xml,34,
1728,00:03:42:18,00:03:44:08,5300433743159556513.xml,35,Perhaps I should have  told her straightaway...
1729,00:03:44:09,00:03:46:13,5300433743159556513.xml,36,Of course you should have.  I've got to tell her now. Yes.
1730,00:03:46:14,00:03:49:00,5300433743159556513.xml,37,
1731,00:03:49:01,00:03:52:12,5300433743159556513.xml,38,Yeah.  I've got to tell her. 
1732,00:03:52:13,00:04:03:03,5300433743159556513.xml,39,"It was hard today.  Very hard.  And tomorrow,  it's gonna be even worse, because it's the pills that  she takes tomorrow that are actually gonna, you know..."
1733,00:04:03:04,00:04:05:12,5300433743159556513.xml,40,
1734,00:04:05:13,00:04:09:10,5300433743159556513.xml,41,Gumbo?  ..kill the baby. 
1735,00:04:09:11,00:04:10:13,5300433743159556513.xml,42,
1736,00:04:10:14,00:04:23:14,5300433743159556513.xml,43,She's coming!  # Happy birthday to me  # Happy birthday to me 
1737,00:04:23:15,00:04:25:09,5300433743159556513.xml,44,# Happy birthday to me-e 
1738,00:04:25:10,00:04:29:12,5300433743159556513.xml,45,# Happy birthday to me.  # 
1739,00:04:29:13,00:04:30:23,5300433743159556513.xml,46,
1740,00:04:30:24,00:04:38:02,5300433743159556513.xml,47,
1741,00:04:38:03,00:04:39:21,5300433743159556513.xml,48,Surprise! 
1742,00:04:39:22,00:04:43:00,5300433743159556513.xml,49,Happy birthday!  Happy birthday!
1743,00:04:43:01,00:04:46:08,5300433743159556513.xml,50,"Come on, sit down. "
1744,00:04:46:09,00:04:48:04,5300433743159556513.xml,51,
1745,00:04:48:05,00:04:48:24,5300433743159556513.xml,52,
1746,00:04:49:00,00:04:50:03,5300433743159556513.xml,53,
1747,00:04:50:04,00:04:52:23,5300433743159556513.xml,54,"I'm here!  Happy birthday, little sis."
1748,00:04:52:24,00:04:54:21,5300433743159556513.xml,55,
1749,00:04:54:22,00:04:55:15,5300433743159556513.xml,56,
1750,00:04:55:16,00:04:57:01,5300433743159556513.xml,57,"Go on then, open it! "
1751,00:04:57:02,00:04:58:18,5300433743159556513.xml,58,
1752,00:04:58:19,00:04:59:17,5300433743159556513.xml,59,
1753,00:04:59:18,00:05:23:03,5300433743159556513.xml,60,"Oooh!  Wings!  You want Mum to go back to America?  Whatever he's done,  she still loves him. You're more bothered about  those packed lunches than you are your own mother. She's an adult.  She can decide what she  wants to do and where to live. You don't want her here. Don't talk to me like that,  it's not fair."
1754,00:05:23:04,00:05:25:13,5300433743159556513.xml,61,
1755,00:05:25:14,00:05:27:04,5300433743159556513.xml,62,
1756,00:05:27:05,00:05:28:16,5300433743159556513.xml,63,"Peter, Lucy!  You're gonna be late!"
1757,00:05:28:17,00:05:31:08,5300433743159556513.xml,64,"Come on, Tiff!  Get your wellies on,  you're gonna be late!"
1758,00:05:31:09,00:05:33:24,5300433743159556513.xml,65,"I'm ready.  You're, er... What?"
1759,00:05:34:00,00:05:37:00,5300433743159556513.xml,66,You're wearing your wings.  I know. You can't wear your wings to school.
1760,00:05:37:01,00:05:38:14,5300433743159556513.xml,67,
1761,00:05:38:15,00:05:40:03,5300433743159556513.xml,68,Why not?  Because Mrs O'Boyle might not like it. Mrs O'Boyle loves fairies.
1762,00:05:40:04,00:05:42:02,5300433743159556513.xml,69,
1763,00:05:42:03,00:05:43:13,5300433743159556513.xml,70,
1764,00:05:43:14,00:05:44:15,5300433743159556513.xml,71,"I think she looks magic.  Really? Magic? Yeah, totally magic."
1765,00:05:44:16,00:05:45:22,5300433743159556513.xml,72,
1766,00:05:45:23,00:05:47:01,5300433743159556513.xml,73,
1767,00:05:47:02,00:05:48:12,5300433743159556513.xml,74,"Yeah, I agree.  Totally magic. "
1768,00:05:48:13,00:05:51:13,5300433743159556513.xml,75,Magic.  Magic. All right.  Magic.
1769,00:05:51:14,00:05:56:14,5300433743159556513.xml,76,Thank you for my wings.  You're very welcome. 
1770,00:05:56:15,00:05:58:11,5300433743159556513.xml,77,
1771,00:05:58:12,00:05:59:20,5300433743159556513.xml,78,"See you later at my party!  Right, come on, let's go."
1772,00:05:59:21,00:06:01:00,5300433743159556513.xml,79,
1773,00:06:01:01,00:06:13:15,5300433743159556513.xml,80,"See you later.  Bye. Bye. He doesn't want you  to go back to America. Who'd have thought he cared?  Oh, he cares.  I know."
1774,00:06:13:16,00:06:15:14,5300433743159556513.xml,81,
1775,00:06:15:15,00:06:17:23,5300433743159556513.xml,82,"But?  No ""but"".  It's nice. But?"
1776,00:06:17:24,00:06:19:23,5300433743159556513.xml,83,
1777,00:06:19:24,00:06:22:21,5300433743159556513.xml,84,I'm going to have to talk to him. 
1778,00:06:22:22,00:06:31:17,5300433743159556513.xml,85,"I'm off to have a shower, all right?  Tiffany loved her wings. "
1779,00:06:31:18,00:06:33:19,5300433743159556513.xml,86,It was Ricky's idea. 
1780,00:06:33:20,00:06:35:16,5300433743159556513.xml,87,So were the balloons and the party  in the caff this afternoon.
1781,00:06:35:17,00:06:39:03,5300433743159556513.xml,88,"He's a nice bloke, isn't he?  Yeah."
1782,00:06:39:04,00:06:42:05,5300433743159556513.xml,89,Why are you still in your PJs?  Shouldn't you have left already?
1783,00:06:42:06,00:06:44:06,5300433743159556513.xml,90,"I'm ain't going to school,  I got a bellyache. You can't miss school with exams coming up."
1784,00:06:44:07,00:06:46:06,5300433743159556513.xml,91,
1785,00:06:46:07,00:06:48:08,5300433743159556513.xml,92,I know.  I don't feel well. 
1786,00:06:48:09,00:06:51:04,5300433743159556513.xml,93,
1787,00:06:51:05,00:06:52:15,5300433743159556513.xml,94,
1788,00:06:52:16,00:06:54:00,5300433743159556513.xml,95,Is this about Tony pleading not  guilty?  We can't let him get to us.
1789,00:06:54:01,00:06:55:13,5300433743159556513.xml,96,
1790,00:06:55:14,00:06:57:06,5300433743159556513.xml,97,
1791,00:06:57:07,00:07:00:21,5300433743159556513.xml,98,Why does everything have to be about  Tony?  I've just got a bellyache!
1792,00:07:00:22,00:07:03:09,5300433743159556513.xml,99,"All right, I just thought...  Well, don't think! Just don't think!"
1793,00:07:03:10,00:07:04:23,5300433743159556513.xml,100,
1794,00:07:04:24,00:07:07:02,5300433743159556513.xml,101,
1795,00:07:07:03,00:07:10:15,5300433743159556513.xml,102,I bet she gets a stack  of Valentines. Very likely.
1796,00:07:10:16,00:07:12:15,5300433743159556513.xml,103,
1797,00:07:12:16,00:07:16:23,5300433743159556513.xml,104,"We got a special Valentine's  promotion on inside the shop. You know, cards, chocolates. "
1798,00:07:16:24,00:07:19:16,5300433743159556513.xml,105,"Sounds nice.  Yeah, every lady loves a Valentine."
1799,00:07:19:17,00:07:20:23,5300433743159556513.xml,106,
1800,00:07:20:24,00:07:27:10,5300433743159556513.xml,107,"I always think it's for  teenagers myself.  Yes, Minty? Two teas and a couple  of bacon baps, please."
1801,00:07:27:11,00:07:28:24,5300433743159556513.xml,108,"Two coffees to take away,  please, Jane? Sure."
1802,00:07:29:00,00:07:37:07,5300433743159556513.xml,109,Morning. 
1803,00:07:37:08,00:07:39:16,5300433743159556513.xml,110,Hi. 
1804,00:07:39:17,00:07:41:06,5300433743159556513.xml,111,How are you?  Fine. Good.  That's good.
1805,00:07:41:07,00:07:42:21,5300433743159556513.xml,112,
1806,00:07:42:22,00:07:45:02,5300433743159556513.xml,113,"Are you still OK for this afternoon?  Yeah, sure. I really appreciate you coming with me. No problem."
1807,00:07:45:03,00:07:47:02,5300433743159556513.xml,114,
1808,00:07:47:03,00:07:49:14,5300433743159556513.xml,115,
1809,00:07:49:15,00:07:52:13,5300433743159556513.xml,116,I was thinking maybe we could  go for a curry afterwards.
1810,00:07:52:14,00:07:55:00,5300433743159556513.xml,117,"My treat, to say thank you. "
1811,00:07:55:01,00:07:57:12,5300433743159556513.xml,118,You'll probably just  want an early night.
1812,00:07:57:13,00:07:59:09,5300433743159556513.xml,119,"But, you know, if you're not up  to it this evening, we could always do it another time. Yeah."
1813,00:07:59:10,00:08:04:11,5300433743159556513.xml,120,
1814,00:08:04:12,00:08:07:18,5300433743159556513.xml,121,"I'll see you later, then.  OK."
1815,00:08:07:19,00:08:11:05,5300433743159556513.xml,122,
1816,00:08:11:06,00:08:12:06,5300433743159556513.xml,123,
1817,00:08:12:07,00:08:13:18,5300433743159556513.xml,124,Is there OK? 
1818,00:08:13:19,00:08:13:22,5300433743159556513.xml,125,
1819,00:08:13:23,00:08:14:03,5300433743159556513.xml,126,
1820,00:08:14:04,00:08:19:00,5300433743159556513.xml,127,"Down, down a bit...  There?  Maybe a little to the left."
1821,00:08:19:01,00:08:21:01,5300433743159556513.xml,128,"There?  Yeah, yeah, yeah.  That's good."
1822,00:08:21:02,00:08:22:01,5300433743159556513.xml,129,
1823,00:08:22:02,00:08:24:11,5300433743159556513.xml,130,
1824,00:08:24:12,00:08:28:14,5300433743159556513.xml,131,"Do you like what I've written?  Yeah.  I suppose, yeah. I just don't like the thought  of him out there on his own. With no-one to lovehim^"
1825,00:08:28:15,00:08:29:23,5300433743159556513.xml,132,
1826,00:08:29:24,00:08:31:05,5300433743159556513.xml,133,
1827,00:08:31:06,00:08:33:22,5300433743159556513.xml,134,"Talking about love, we got a special  promotion on Valentine cards inside."
1828,00:08:33:23,00:08:36:18,5300433743159556513.xml,135,"Ah, well, I haven't got  anyone to send one to."
1829,00:08:36:19,00:08:38:01,5300433743159556513.xml,136,
1830,00:08:38:02,00:08:39:13,5300433743159556513.xml,137,"That's a fiver, please. "
