,begin,end,filename,shot_id,transcript
2729,00:33:32:10,00:33:34:02,5248439298566680341.xml,649,
2730,00:33:34:03,00:33:43:20,5248439298566680341.xml,650,I saw that!  So? So you got a problem? Telling me to shut up like that. Maybe it's time someone did.  Has he not got no family?  Or friends he wants to catch up with?
2731,00:33:43:21,00:33:46:07,5248439298566680341.xml,651,This is his family now. 
2732,00:33:46:08,00:33:56:14,5248439298566680341.xml,652,"You know, straight out of prison.  It's just weird, innit? Well, you know what to do.  What does that mean? Have you not started looking  for somewhere else yet? Excuse me.  Whose house is this?"
2733,00:33:56:15,00:34:01:09,5248439298566680341.xml,653,"I know, but all I'm saying is can't  you just try and be nice to him? Well, why don't he try  and be nice to me?"
2734,00:34:01:10,00:34:01:23,5248439298566680341.xml,654,
2735,00:34:01:24,00:34:02:22,5248439298566680341.xml,655,
2736,00:34:02:23,00:34:05:01,5248439298566680341.xml,656,
2737,00:34:05:02,00:34:09:12,5248439298566680341.xml,657,"Look, just tell him I'm in the Vic  this lunchtime if he fancies it."
2738,00:34:09:13,00:34:11:13,5248439298566680341.xml,658,
2739,00:34:11:14,00:34:12:22,5248439298566680341.xml,659,
2740,00:34:12:23,00:34:15:03,5248439298566680341.xml,660,
2741,00:34:15:04,00:34:17:20,5248439298566680341.xml,661,
2742,00:34:17:21,00:34:26:15,5248439298566680341.xml,662,"I was just checking you'll be here on  Thursday afternoon with all your gear.  You will, great.  See you, then. Right, put that in your pipe  and smoke it, Pat Evans."
2743,00:34:26:16,00:34:27:10,5248439298566680341.xml,663,
2744,00:34:27:11,00:34:29:18,5248439298566680341.xml,664,"So, Phil...  Yes?"
2745,00:34:29:19,00:34:32:04,5248439298566680341.xml,665,..I want you...in a suit.  Mum...
2746,00:34:32:05,00:34:33:08,5248439298566680341.xml,666,"No, I don't want any arguments.  I want the works.  And the same applies to you, Archie..."
2747,00:34:33:09,00:34:34:17,5248439298566680341.xml,667,
2748,00:34:34:18,00:34:35:20,5248439298566680341.xml,668,
2749,00:34:35:21,00:34:37:03,5248439298566680341.xml,669,You sure you wanna marry her? 
2750,00:34:37:04,00:34:39:10,5248439298566680341.xml,670,
2751,00:34:39:11,00:34:41:24,5248439298566680341.xml,671,Pat takes a photo of her mob.  Is that so ridiculous? It is when she's rubbing my nose in it.
2752,00:34:42:00,00:34:42:21,5248439298566680341.xml,672,
2753,00:34:42:22,00:34:45:13,5248439298566680341.xml,673,"You were there, Archie...tell him.  I'm keeping right out of this."
2754,00:34:45:14,00:34:48:21,5248439298566680341.xml,674,"You have to go and get  a professional in.  You're on a line to nothing here, Mum."
2755,00:34:48:22,00:34:50:23,5248439298566680341.xml,675,
2756,00:34:50:24,00:34:51:23,5248439298566680341.xml,676,
2757,00:34:51:24,00:34:54:10,5248439298566680341.xml,677,How do you work that out?  You'll never get Ronnie in the photo. What's Pat gonna say about that?
2758,00:34:54:11,00:35:00:10,5248439298566680341.xml,678,"How do you know I'm not gonna get  Ronnie in the photo?  Oh, yes..."
2759,00:35:00:11,00:35:02:06,5248439298566680341.xml,679,ye of little faith. 
2760,00:35:02:07,00:35:03:03,5248439298566680341.xml,680,
2761,00:35:03:04,00:35:09:03,5248439298566680341.xml,681,Auntie Peg. 
2762,00:35:09:04,00:35:19:01,5248439298566680341.xml,682,"What is it that can't  wait till I get back? We're having a family portrait  taken out on the Square on Thursday afternoon,  by a professional photographer. Now, your job is to persuade  your sister to be there."
2763,00:35:19:02,00:35:20:24,5248439298566680341.xml,683,
2764,00:35:21:00,00:35:22:13,5248439298566680341.xml,684,
2765,00:35:22:14,00:35:29:04,5248439298566680341.xml,685,"How do I know, Roxy?  That's your job.  Now I'm not taking no for an answer. "
2766,00:35:29:05,00:35:37:14,5248439298566680341.xml,686,"Where's your sense of family?  Brilliant(!)  Trust me,  you're going to have a great time. Where are you taking her?  Somewhere  flash, I hope. Tell her, Danielle."
2767,00:35:37:15,00:35:41:17,5248439298566680341.xml,687,"Um, St Pancras Station, apparently. "
2768,00:35:41:18,00:35:42:21,5248439298566680341.xml,688,
2769,00:35:42:22,00:35:45:10,5248439298566680341.xml,689,You what?  Isn't there some champagne bar there?
2770,00:35:45:11,00:35:46:02,5248439298566680341.xml,690,
2771,00:35:46:03,00:35:50:12,5248439298566680341.xml,691,"Oh, yeah, but we're not  going to bother with that... There are 27 trains  in the Eurostar fleet."
2772,00:35:50:13,00:35:53:16,5248439298566680341.xml,692,"So far, I've only been able  to photograph 23."
2773,00:35:53:17,00:35:54:03,5248439298566680341.xml,693,
2774,00:35:54:04,00:35:55:04,5248439298566680341.xml,694,
2775,00:35:55:05,00:35:56:05,5248439298566680341.xml,695,"Tonight, we put that right. "
2776,00:35:56:06,00:35:57:15,5248439298566680341.xml,696,
2777,00:35:57:16,00:35:59:11,5248439298566680341.xml,697,Aren't they all exactly the same?  Which shows the level of ignorance from which you have yet to emerge.
2778,00:35:59:12,00:36:03:06,5248439298566680341.xml,698,
2779,00:36:03:07,00:36:07:01,5248439298566680341.xml,699,"They may LOOK the same,  but each one has its own personality."
2780,00:36:07:02,00:36:10:00,5248439298566680341.xml,700,You can't be serious.  The boy's mad. People have this idea train-spotting  is boring.  Have you ever tried it? Hardly.
2781,00:36:10:01,00:36:11:16,5248439298566680341.xml,701,
2782,00:36:11:17,00:36:21:00,5248439298566680341.xml,702,Don't judge something you know  nothing about.  You will love it. Open up a whole new world. I'll pick you up at six o'clock  sharp.  That way we'll be there to meet the 19:03 from Brussels.
2783,00:36:21:01,00:36:22:05,5248439298566680341.xml,703,
2784,00:36:22:06,00:36:23:09,5248439298566680341.xml,704,
2785,00:36:23:10,00:36:24:00,5248439298566680341.xml,705,Wrap up warm.  I hope this is a wind-up.
2786,00:36:24:01,00:36:31:16,5248439298566680341.xml,706,Pig.  I'm ain't gonna let him get  away with this. Leave it to me. I know how to deal with his sort. 
2787,00:36:31:17,00:36:33:08,5248439298566680341.xml,707,
2788,00:36:33:09,00:36:35:07,5248439298566680341.xml,708,
2789,00:36:35:08,00:36:38:11,5248439298566680341.xml,709,"Come on, don't worry.  She'll sort him out."
2790,00:36:38:12,00:36:49:06,5248439298566680341.xml,710,"Beans, tomatoes, cup of tea,  you know, the full works. I want a word with you. I'm ordering my breakfast.  I'll be with you in a minute. Not in a minute.  Now.  Sit down!"
2791,00:36:49:07,00:36:53:22,5248439298566680341.xml,711,Sit.  But why?! 
2792,00:36:53:23,00:36:55:06,5248439298566680341.xml,712,I dunno.  She just told me to pass on  that she didn't want to do it any more.
2793,00:36:55:07,00:36:56:09,5248439298566680341.xml,713,
2794,00:36:56:10,00:36:58:21,5248439298566680341.xml,714,There's gotta be a reason.  Probably the idea of kissing my brother.
2795,00:36:58:22,00:37:00:06,5248439298566680341.xml,715,
2796,00:37:00:07,00:37:02:07,5248439298566680341.xml,716,I'm not letting this drop. 
2797,00:37:02:08,00:37:03:15,5248439298566680341.xml,717,
2798,00:37:03:16,00:37:11:09,5248439298566680341.xml,718,"I don't see what the problem is.  The problem is, I can smell  a scallywag from 300 paces, and you, sunshine, are a scallywag.  Is that a good or bad thing?"
2799,00:37:11:10,00:37:12:21,5248439298566680341.xml,719,
2800,00:37:12:22,00:37:46:04,5248439298566680341.xml,720,"You probably think you're very funny  and it'll make a good story to tell your mates down the pub. I ain't having that girl messed  about. Who says I'm messing her about? This is the deal. And you'd be very wise to accept it.  Because you don't wanna make an enemy of me, sonny,  you really don't. I just don't know  what to make of him. One minute, he's all over  me, next he's ignoring me, then it's a date,  only it's looking at trains...  I'm just starting to wish  I'd never met him now. If he's mucking you about,  then it's probably best to tell him to sling his hook."
2801,00:37:46:05,00:37:49:10,5248439298566680341.xml,721,No need for that.  It's all sorted.
2802,00:37:49:11,00:37:54:03,5248439298566680341.xml,722,That train-spotting thing was just  a joke.  He's taking you to R's.
2803,00:37:54:04,00:37:57:19,5248439298566680341.xml,723,I thought it would be a lovely  excuse to get Honey and the kids along.
2804,00:37:57:20,00:38:03:03,5248439298566680341.xml,724,"They can all be in the photo  with you...and who knows, Billy?"
2805,00:38:03:04,00:38:05:03,5248439298566680341.xml,725,Maybe you and Honey could... 
2806,00:38:05:04,00:38:12:06,5248439298566680341.xml,726,"Anyway, are you going  to phone her or shall I? OK, darling, I'll leave it to you. "
2807,00:38:12:07,00:38:20:15,5248439298566680341.xml,727,"Oh, it would be lovely  to see Honey and the kids. Right, then, that's everyone. "
2808,00:38:20:16,00:38:23:09,5248439298566680341.xml,728,Apart from you-know-who. 
2809,00:38:23:10,00:38:24:03,5248439298566680341.xml,729,Let's hope Roxy can persuade her. 
2810,00:38:24:04,00:38:27:00,5248439298566680341.xml,730,"No flaming way!  Come on, Ronnie, I'm getting it in the neck from Auntie Peg."
2811,00:38:27:01,00:38:28:06,5248439298566680341.xml,731,
2812,00:38:28:07,00:38:29:16,5248439298566680341.xml,732,
2813,00:38:29:17,00:38:31:05,5248439298566680341.xml,733,Hell will freeze over before  I do a photo with Dad.
2814,00:38:31:06,00:38:32:01,5248439298566680341.xml,734,
2815,00:38:32:02,00:38:32:24,5248439298566680341.xml,735,
2816,00:38:33:00,00:38:35:00,5248439298566680341.xml,736,
2817,00:38:35:01,00:38:45:12,5248439298566680341.xml,737,"No!  PHONE RINGS Hello.  Oh, great(!)  No, no, no, you can't help it.  You let me know if  you can be in tomorrow, yeah?"
2818,00:38:45:13,00:38:48:07,5248439298566680341.xml,738,Thank you. 
2819,00:38:48:08,00:38:50:04,5248439298566680341.xml,739,Neil's got a sore throat.  Again.  I wonder if Lindsey's free...
2820,00:38:50:05,00:38:52:11,5248439298566680341.xml,740,
2821,00:38:52:12,00:38:54:20,5248439298566680341.xml,741,I'm not doing anything. 
2822,00:38:54:21,00:38:56:20,5248439298566680341.xml,742,What's the catch?  No catch.  I'm just offering.
2823,00:38:56:21,00:38:59:11,5248439298566680341.xml,743,
2824,00:38:59:12,00:39:00:13,5248439298566680341.xml,744,"Come on, it could be a laugh. "
2825,00:39:00:14,00:39:03:15,5248439298566680341.xml,745,What in your condition?  Why not? I'm not doing any photographs. 
2826,00:39:03:16,00:39:06:06,5248439298566680341.xml,746,"Nothing to do with any photograph,  all right?  I am just being kind."
2827,00:39:06:07,00:39:10:01,5248439298566680341.xml,747,"Come on, for old times' sake? "
2828,00:39:10:02,00:39:10:15,5248439298566680341.xml,748,
2829,00:39:10:16,00:39:11:16,5248439298566680341.xml,749,
2830,00:39:11:17,00:39:11:19,5248439298566680341.xml,750,
2831,00:39:11:20,00:39:20:22,5248439298566680341.xml,751,Ackroyd's talking to Mrs Jones  so you don't have to worry about your art project.  And what happened to the make-up? Can you not just leave me alone?  No. It's not just me you're letting down.  You're letting yourself down.
2832,00:39:20:23,00:39:27:04,5248439298566680341.xml,752,"I can't, OK?  I told you,  I just can't. You keep saying that, but you don't give a reason."
2833,00:39:27:05,00:39:28:21,5248439298566680341.xml,753,
2834,00:39:28:22,00:39:31:00,5248439298566680341.xml,754,"You have got so much talent,  Whitney.  You can just tell."
2835,00:39:31:01,00:39:33:19,5248439298566680341.xml,755,Here's something you're brilliant at  and you're going to just throw it all away? I'm nervous.
2836,00:39:33:20,00:39:37:13,5248439298566680341.xml,756,
2837,00:39:37:14,00:39:38:02,5248439298566680341.xml,757,But you weren't nervous  yesterday when you had the audition. Everyone said you were great.
2838,00:39:38:03,00:39:38:10,5248439298566680341.xml,758,
2839,00:39:38:11,00:39:38:24,5248439298566680341.xml,759,
2840,00:39:39:00,00:39:41:11,5248439298566680341.xml,760,
2841,00:39:41:12,00:39:44:05,5248439298566680341.xml,761,This is a big chance for you.  You'd be mad to say no.
2842,00:39:44:06,00:39:48:15,5248439298566680341.xml,762,Has somebody said something? 
2843,00:39:48:16,00:39:51:16,5248439298566680341.xml,763,
2844,00:39:51:17,00:39:55:14,5248439298566680341.xml,764,I cannot believe you are  that easily influenced.
2845,00:39:55:15,00:39:58:06,5248439298566680341.xml,765,I had you down as a bad girl. 
2846,00:39:58:07,00:40:01:22,5248439298566680341.xml,766,"Well, I'm gonna be on your case,  day and night, until you say yes."
2847,00:40:01:23,00:40:03:05,5248439298566680341.xml,767,
2848,00:40:03:06,00:40:05:13,5248439298566680341.xml,768,"All right, then.  Thank you!  You are a good girl and I love you."
2849,00:40:05:14,00:40:06:11,5248439298566680341.xml,769,
2850,00:40:06:12,00:40:11:20,5248439298566680341.xml,770,"TANNOY: Abigail Branning to the  headmaster's office at once. Call Bianca, tell her you'll be  home late this afternoon."
2851,00:40:11:21,00:40:13:24,5248439298566680341.xml,771,
2852,00:40:14:00,00:40:14:05,5248439298566680341.xml,772,
2853,00:40:14:06,00:40:23:21,5248439298566680341.xml,773,"I'm never going to be his favourite  person.  What's the point? He's making the effort.  So, can't you make the effort too?"
2854,00:40:23:22,00:40:26:12,5248439298566680341.xml,774,He said he's going to be  in the pub at lunchtime.
2855,00:40:26:13,00:40:39:13,5248439298566680341.xml,775,"What are we gonna talk about?  Oh, I don't know.  Whatever blokes talk about.  Football, birds, beer. PHONE RINGS  Hello, love. Oh, Whit, that's brilliant news. "
2856,00:40:39:14,00:40:46:16,5248439298566680341.xml,776,"What made you change your mind?  All right then, we'll  talk about it later, yeah?"
2857,00:40:46:17,00:40:48:13,5248439298566680341.xml,777,Good luck.  I'll be thinking of you.  Bye.
2858,00:40:48:14,00:40:49:15,5248439298566680341.xml,778,"Pat, you were right! "
2859,00:40:49:16,00:40:50:07,5248439298566680341.xml,779,
2860,00:40:50:08,00:40:51:17,5248439298566680341.xml,780,She's changed her mind...  she's doing the play after all!
2861,00:40:51:18,00:40:51:24,5248439298566680341.xml,781,
2862,00:40:52:00,00:40:54:16,5248439298566680341.xml,782,
2863,00:40:54:17,00:40:55:17,5248439298566680341.xml,783,"If you'd like to go upstairs,  Gaynor will be waiting for you. PHONE RINGS"
2864,00:40:55:18,00:41:09:20,5248439298566680341.xml,784,"Good afternoon, Booties,  how can I help you? Yep, speaking.  What sort of trouble?  Right, yeah, I just need to arrange  some cover at work and I'll be there."
2865,00:41:09:21,00:41:10:11,5248439298566680341.xml,785,
2866,00:41:10:12,00:41:10:16,5248439298566680341.xml,786,
2867,00:41:10:17,00:41:14:05,5248439298566680341.xml,787,"Right, thank you.  Bye.  Well...be in the photo  if it's that important to you."
2868,00:41:14:06,00:41:14:23,5248439298566680341.xml,788,
2869,00:41:14:24,00:41:18:11,5248439298566680341.xml,789,"Yeah, yeah, I'll see you later. "
2870,00:41:18:12,00:41:19:12,5248439298566680341.xml,790,
2871,00:41:19:13,00:41:20:22,5248439298566680341.xml,791,Suzy wants to be in the photo.  Is that a problem?
2872,00:41:20:23,00:41:24:07,5248439298566680341.xml,792,Will be for Mum.  I get the feeling you're less than enthusiastic about this photo idea.
2873,00:41:24:08,00:41:26:12,5248439298566680341.xml,793,
2874,00:41:26:13,00:41:28:21,5248439298566680341.xml,794,If it was just a photo I wouldn't  mind.  It's the pretending that gets me. The pretending?
2875,00:41:28:22,00:41:35:14,5248439298566680341.xml,795,Like we're one big happy family.  Like Honey ain't left Billy. Like you and Ronnie are best mates.  Like any of that will fool Pat Evans.
2876,00:41:35:15,00:41:37:08,5248439298566680341.xml,796,
2877,00:41:37:09,00:41:40:18,5248439298566680341.xml,797,You'll break her heart if you're not  in it. I'll be in it.  Just might find it a bit difficult to smile.
2878,00:41:40:19,00:41:43:14,5248439298566680341.xml,798,
2879,00:41:43:15,00:41:45:15,5248439298566680341.xml,799,But what if there was  something to smile about?
2880,00:41:45:16,00:41:47:10,5248439298566680341.xml,800,What do you mean? 
2881,00:41:47:11,00:41:49:03,5248439298566680341.xml,801,
2882,00:41:49:04,00:41:51:07,5248439298566680341.xml,802,
2883,00:41:51:08,00:41:52:06,5248439298566680341.xml,803,I'm looking for Ricky Butcher. 
2884,00:41:52:07,00:41:55:01,5248439298566680341.xml,804,"I ain't seen him.  What are you  drinking? Just a pint of lager, ta."
2885,00:41:55:02,00:41:56:11,5248439298566680341.xml,805,
2886,00:41:56:12,00:42:06:14,5248439298566680341.xml,806,"What's the big idea, Whit?  We had an agreement. I want you to phone me  the second you get this cos I need to talk to you..."
2887,00:42:06:15,00:42:13:16,5248439298566680341.xml,807,"Phoning your other bird, are you?  Whitney, actually.  She's doing  the school play after all."
2888,00:42:13:17,00:42:16:18,5248439298566680341.xml,808,"So, just saying congratulations. "
2889,00:42:16:19,00:42:18:00,5248439298566680341.xml,809,"Oh.  You all right?  No, let me.  What do you want?"
2890,00:42:18:01,00:42:18:24,5248439298566680341.xml,810,
2891,00:42:19:00,00:42:20:11,5248439298566680341.xml,811,"I'm driving.  I'll just have a lime  and soda, please."
2892,00:42:20:12,00:42:24:22,5248439298566680341.xml,812,
2893,00:42:24:23,00:42:27:15,5248439298566680341.xml,813,Are you all right? 
2894,00:42:27:16,00:42:30:22,5248439298566680341.xml,814,"Yeah, I'm all right.  You?  Yeah, yeah, I'm all right, yeah. "
2895,00:42:30:23,00:43:03:17,5248439298566680341.xml,815,"I thought that it was just a laugh.  But you really did pretend to be a train spotter? Might have worked. Do you know what your trouble is?  What's my trouble, Dad? You never take anything seriously.  Everything's just one big joke to  you. More a series of little jokes. And now you're taking her to  the R  Have you got a plan C? I do indeed.  And what is your plan C? The series of little jokes  is nothing more than a tragic mask. For the fact is, deep down,  I am a deeply depressed individual obsessed with death and blind to any hope or meaning in  my life.  And if that don't work..."
2896,00:43:03:18,00:43:13:04,5248439298566680341.xml,816,What?  ..we go for the nuclear option. And what's the nuclear option?  Unambiguous cruelty. 
2897,00:43:13:05,00:43:19:10,5248439298566680341.xml,817,
2898,00:43:19:11,00:43:20:07,5248439298566680341.xml,818,
2899,00:43:20:08,00:43:23:09,5248439298566680341.xml,819,Ow! 
2900,00:43:23:10,00:43:24:12,5248439298566680341.xml,820,
2901,00:43:24:13,00:43:24:19,5248439298566680341.xml,821,
2902,00:43:24:20,00:43:31:08,5248439298566680341.xml,822,
2903,00:43:31:09,00:43:34:07,5248439298566680341.xml,823,"Oh, dear. "
2904,00:43:34:08,00:43:40:00,5248439298566680341.xml,824,Mo!  I'm looking  for the sticking plasters. Where have they got to? 
2905,00:43:40:01,00:43:41:03,5248439298566680341.xml,825,
2906,00:43:41:04,00:43:41:11,5248439298566680341.xml,826,
2907,00:43:41:12,00:43:42:05,5248439298566680341.xml,827,
2908,00:43:42:06,00:43:43:23,5248439298566680341.xml,828,
2909,00:43:43:24,00:43:45:22,5248439298566680341.xml,829,
2910,00:43:45:23,00:43:46:14,5248439298566680341.xml,830,
2911,00:43:46:15,00:43:47:07,5248439298566680341.xml,831,
2912,00:43:47:08,00:43:48:20,5248439298566680341.xml,832,
2913,00:43:48:21,00:43:49:07,5248439298566680341.xml,833,
2914,00:43:49:08,00:43:51:01,5248439298566680341.xml,834,
2915,00:43:51:02,00:43:51:04,5248439298566680341.xml,835,
2916,00:43:51:05,00:43:52:00,5248439298566680341.xml,836,
2917,00:43:52:01,00:43:52:20,5248439298566680341.xml,837,
2918,00:43:52:21,00:43:56:18,5248439298566680341.xml,838,
2919,00:43:56:19,00:43:59:19,5248439298566680341.xml,839,
2920,00:43:59:20,00:44:02:11,5248439298566680341.xml,840,"DOOR CLOSES  Right.  In there right now, young lady."
2921,00:44:02:12,00:44:04:09,5248439298566680341.xml,841,"And if you think the crying's going  to work with me,"
2922,00:44:04:10,00:44:04:13,5248439298566680341.xml,842,
2923,00:44:04:14,00:44:05:13,5248439298566680341.xml,843,you've got another think coming. 
2924,00:44:05:14,00:44:07:12,5248439298566680341.xml,844,"What's going on?  School rang me at lunchtime,"
2925,00:44:07:13,00:44:07:24,5248439298566680341.xml,845,
2926,00:44:08:00,00:44:09:14,5248439298566680341.xml,846,
2927,00:44:09:15,00:44:12:21,5248439298566680341.xml,847,can I go and speak to the headmaster  cos Abi's in trouble. Yeah?  And?  Are you gonna tell him?
2928,00:44:12:22,00:44:14:08,5248439298566680341.xml,848,
2929,00:44:14:09,00:44:17:15,5248439298566680341.xml,849,"Suspended from school until the  end of the week. What? For fighting. What, Abi?"
2930,00:44:17:16,00:44:19:04,5248439298566680341.xml,850,
2931,00:44:19:05,00:44:22:08,5248439298566680341.xml,851,"Yes, she's only given that  Bernadette Logan a bloody nose."
2932,00:44:22:09,00:44:24:12,5248439298566680341.xml,852,
2933,00:44:24:13,00:44:26:03,5248439298566680341.xml,853,Poor girl spent half an hour  in the medical centre. Have you got any idea
2934,00:44:26:04,00:44:27:22,5248439298566680341.xml,854,
2935,00:44:27:23,00:44:31:02,5248439298566680341.xml,855,what it was like for me to stand  in the headmaster's office and listen to that?
2936,00:44:31:03,00:44:32:08,5248439298566680341.xml,856,
2937,00:44:32:09,00:44:33:14,5248439298566680341.xml,857,I've never been more ashamed  or embarrassed in all my life. Whoa!  Let's just calm down.
2938,00:44:33:15,00:44:35:23,5248439298566680341.xml,858,
2939,00:44:35:24,00:44:41:01,5248439298566680341.xml,859,"Why did she get in the fight?  There was some ""name calling"", and before you know it, Abi lashed out."
2940,00:44:41:02,00:44:43:06,5248439298566680341.xml,860,Half a dozen witnesses  say she threw the first punch.
2941,00:44:43:07,00:44:44:18,5248439298566680341.xml,861,
2942,00:44:44:19,00:44:48:18,5248439298566680341.xml,862,"How many times have I told you  and Lauren? Sticks and stones,  but we do not hit!  Ever!"
2943,00:44:48:19,00:44:50:19,5248439298566680341.xml,863,
2944,00:44:50:20,00:44:53:13,5248439298566680341.xml,864,Let me hear from her.  What sparked  it off? It's my daughter.
2945,00:44:53:14,00:44:55:14,5248439298566680341.xml,865,"I know, but you're not gonna get  anything out of her being like this, are you?"
2946,00:44:55:15,00:44:56:19,5248439298566680341.xml,866,
2947,00:44:56:20,00:44:59:04,5248439298566680341.xml,867,Just give me a couple of minutes. 
2948,00:44:59:05,00:45:00:15,5248439298566680341.xml,868,
2949,00:45:00:16,00:45:02:22,5248439298566680341.xml,869,Thank you. 
2950,00:45:02:23,00:45:04:00,5248439298566680341.xml,870,
2951,00:45:04:01,00:45:08:19,5248439298566680341.xml,871,"So, this kid...Bernadette...  She even went to Abi's party. I'm talking to Abi."
2952,00:45:08:20,00:45:10:09,5248439298566680341.xml,872,
2953,00:45:10:10,00:45:18:09,5248439298566680341.xml,873,"So I take it you two don't get  along, then? How long's the name-calling  been going on?"
2954,00:45:18:10,00:45:20:17,5248439298566680341.xml,874,Just today? 
2955,00:45:20:18,00:45:26:19,5248439298566680341.xml,875,"A week?  What, longer than a week?  What sort of names is she calling  you?"
2956,00:45:26:20,00:45:28:22,5248439298566680341.xml,876,
2957,00:45:28:23,00:45:31:24,5248439298566680341.xml,877,"All right, look,  we'll come back to that one."
2958,00:45:32:00,00:45:42:07,5248439298566680341.xml,878,You don't strike me as the sort  of kid who'd get into a fight. What was going on in your mind?  What made you do it?
2959,00:45:42:08,00:45:48:24,5248439298566680341.xml,879,"Look, I'm not going  to be angry at you. I just wanna hear your side  of the story, that's all."
2960,00:45:49:00,00:45:51:01,5248439298566680341.xml,880,Dad told me to. 
2961,00:45:51:02,00:45:52:24,5248439298566680341.xml,881,What? 
2962,00:45:53:00,00:45:54:11,5248439298566680341.xml,882,When? 
2963,00:45:54:12,00:45:58:13,5248439298566680341.xml,883,"This morning.  What, your dad told you to hit this girl?"
2964,00:45:58:14,00:45:59:24,5248439298566680341.xml,884,
2965,00:46:00:00,00:46:02:21,5248439298566680341.xml,885,"Bloody hell.  Tanya! No, no."
2966,00:46:02:22,00:46:10:02,5248439298566680341.xml,886,"No, don't.  Come on.  Why would your dad tell you to do  that? To shut her up."
2967,00:46:10:03,00:46:11:05,5248439298566680341.xml,887,
2968,00:46:11:06,00:46:12:05,5248439298566680341.xml,888,
2969,00:46:12:06,00:46:13:13,5248439298566680341.xml,889,
2970,00:46:13:14,00:46:15:11,5248439298566680341.xml,890,
2971,00:46:15:12,00:46:18:22,5248439298566680341.xml,891,"So, er...so, what sort of names  was she calling you?"
2972,00:46:18:23,00:46:21:17,5248439298566680341.xml,892,
2973,00:46:21:18,00:46:24:17,5248439298566680341.xml,893,"What have I done?  You can't work that one out? No, I don't know what you're talking about."
2974,00:46:24:18,00:46:26:12,5248439298566680341.xml,894,
2975,00:46:26:13,00:46:29:23,5248439298566680341.xml,895,"So, if I said that Abi's been  suspended from school till the end of the week, would that help?"
2976,00:46:29:24,00:46:31:21,5248439298566680341.xml,896,
2977,00:46:31:22,00:46:32:24,5248439298566680341.xml,897,
2978,00:46:33:00,00:46:34:02,5248439298566680341.xml,898,What for?  Fighting.
2979,00:46:34:03,00:46:35:21,5248439298566680341.xml,899,
2980,00:46:35:22,00:46:37:13,5248439298566680341.xml,900,"She had a conversation with you...  this morning, I think."
2981,00:46:37:14,00:46:39:21,5248439298566680341.xml,901,Yeah.  Yeah.  Where she told you some girl had been calling her names.
2982,00:46:39:22,00:46:41:18,5248439298566680341.xml,902,
2983,00:46:41:19,00:46:44:20,5248439298566680341.xml,903,I didn't tell her to hit anyone. 
2984,00:46:44:21,00:46:47:16,5248439298566680341.xml,904,"So, Abi's lying?  She just said that  to get you into trouble?"
2985,00:46:47:17,00:46:49:11,5248439298566680341.xml,905,"I told her to stand up for herself,  not start a fight."
2986,00:46:49:12,00:46:51:16,5248439298566680341.xml,906,"How else would she take it?  What should I do?  Tell her to lie down, play dead?"
2987,00:46:51:17,00:46:53:07,5248439298566680341.xml,907,
2988,00:46:53:08,00:46:55:08,5248439298566680341.xml,908,Do what any normal parent does.  Don't talk about being a normal parent.
2989,00:46:55:09,00:46:57:09,5248439298566680341.xml,909,
2990,00:46:57:10,00:46:59:05,5248439298566680341.xml,910,"You go to the school,  talk to the teachers..."
2991,00:46:59:06,00:47:00:09,5248439298566680341.xml,911,I was late for a meeting.  I didn't have time. Tell me about it.
2992,00:47:00:10,00:47:02:23,5248439298566680341.xml,912,
2993,00:47:02:24,00:47:05:16,5248439298566680341.xml,913,And say what?  Someone at school  has been calling her mum a scrubber?
2994,00:47:05:17,00:47:07:06,5248439298566680341.xml,914,
2995,00:47:07:07,00:47:07:09,5248439298566680341.xml,915,
2996,00:47:07:10,00:47:09:00,5248439298566680341.xml,916,What if I can't think  of anything to say to him?
2997,00:47:09:01,00:47:11:12,5248439298566680341.xml,917,He'll be the one left speechless  when he sees how I've made you look.
2998,00:47:11:13,00:47:12:21,5248439298566680341.xml,918,
2999,00:47:12:22,00:47:14:11,5248439298566680341.xml,919,You here again?  Don't you ever  wanna see your husband?
3000,00:47:14:12,00:47:19:16,5248439298566680341.xml,920,I'm helping with Danielle's  makeover.
3001,00:47:19:17,00:47:21:16,5248439298566680341.xml,921,Gonna turn her into a glamour  queen for Callum tonight.
3002,00:47:21:17,00:47:23:07,5248439298566680341.xml,922,"It's not a makeover she needs,  it's a disguise. What do you mean?"
3003,00:47:23:08,00:47:26:08,5248439298566680341.xml,923,Ask Charlie.  He's in the kitchen  waiting for you.
3004,00:47:26:09,00:47:37:23,5248439298566680341.xml,924,
3005,00:47:37:24,00:47:47:23,5248439298566680341.xml,925,"Mo said you wanted a word.  Yeah, I think you might have  something to say to me, yeah?"
3006,00:47:47:24,00:47:49:20,5248439298566680341.xml,926,
3007,00:47:49:21,00:47:51:18,5248439298566680341.xml,927,
3008,00:47:51:19,00:47:54:21,5248439298566680341.xml,928,Well? 
3009,00:47:54:22,00:47:56:00,5248439298566680341.xml,929,
3010,00:47:56:01,00:47:59:04,5248439298566680341.xml,930,Bianca tells me you had  a drink with Ricky lunchtime.
3011,00:47:59:05,00:48:00:12,5248439298566680341.xml,931,
3012,00:48:00:13,00:48:01:13,5248439298566680341.xml,932,
3013,00:48:01:14,00:48:02:19,5248439298566680341.xml,933,That's right.  How'd it go? All right.
3014,00:48:02:20,00:48:04:22,5248439298566680341.xml,934,
